file,subsequence_id,prototype_id,nearest_dist,viol_count_total,viol_sev_total,proto_risk,z_engine,z_normac,lp_engine,anom_score,label_window,label_rule
window_5075.csv,window,0,12.988509665460624,9,31.04045889761153,0.4613249607615456,1.4345791409633013,0.3567354872745956,0.8687217391281221,0.5701627400101603,1,score>= 0.570
window_24750.csv,window,0,15.034495079483436,7,29.00844908427513,0.4613249607615456,1.4345791409633013,0.3567354872745956,0.8687217391281221,0.5701627400101603,1,score>= 0.570
window_14800.csv,window,0,9.36680282757072,8,25.183127058293195,0.4613249607615456,1.4345791409633013,0.3567354872745956,0.8687217391281221,0.5701627400101603,1,score>= 0.570
window_16325.csv,window,0,9.530196775052762,8,23.960728904046608,0.4613249607615456,1.4345791409633013,0.3567354872745956,0.8687217391281221,0.5701627400101603,1,score>= 0.570
window_18850.csv,window,0,10.776207991790896,6,22.361281922192383,0.4613249607615456,1.4345791409633013,0.3567354872745956,0.8687217391281221,0.5701627400101603,1,score>= 0.570
window_24475.csv,window,1,15.206037319538376,8,18.25858516398708,0.5871312052860294,0.8543948694264972,0.4933659611634463,0.6020491635996418,0.3929089270504468,0,score< 0.570
window_4825.csv,window,1,7.630965817236241,10,17.420906175937308,0.5871312052860294,0.8543948694264972,0.4933659611634463,0.6020491635996418,0.3929089270504468,0,score< 0.570
window_24775.csv,window,1,13.935943442377942,6,17.176668769101454,0.5871312052860294,0.8543948694264972,0.4933659611634463,0.6020491635996418,0.3929089270504468,0,score< 0.570
window_6850.csv,window,1,11.7487338824028,8,16.972214492728803,0.5871312052860294,0.8543948694264972,0.4933659611634463,0.6020491635996418,0.3929089270504468,0,score< 0.570
window_24175.csv,window,1,15.555540061298508,7,16.94113408077655,0.5871312052860294,0.8543948694264972,0.4933659611634463,0.6020491635996418,0.3929089270504468,0,score< 0.570
window_12450.csv,window,2,10.112447386078935,14,50.81635293632405,0.7243491658899159,0.8079959696617901,0.6322721083048958,0.6761274181389506,0.4446747933608411,0,score< 0.570
window_9975.csv,window,2,9.700959435821112,15,46.79775147626175,0.7243491658899159,0.8079959696617901,0.6322721083048958,0.6761274181389506,0.4446747933608411,0,score< 0.570
window_7275.csv,window,2,11.514483914532384,10,45.96020333808781,0.7243491658899159,0.8079959696617901,0.6322721083048958,0.6761274181389506,0.4446747933608411,0,score< 0.570
window_10125.csv,window,2,8.678291769878387,9,43.25833335932695,0.7243491658899159,0.8079959696617901,0.6322721083048958,0.6761274181389506,0.4446747933608411,0,score< 0.570
window_7175.csv,window,2,8.54821247983623,9,42.595123209931465,0.7243491658899159,0.8079959696617901,0.6322721083048958,0.6761274181389506,0.4446747933608411,0,score< 0.570
window_10175.csv,window,3,11.66893188959492,11,42.83810352379847,0.6602287388652928,0.7110396669208101,0.6386937737645735,0.47517051301569263,0.35667564956845044,0,score< 0.570
window_10150.csv,window,3,9.7794876249443,11,35.11576185339609,0.6602287388652928,0.7110396669208101,0.6386937737645735,0.47517051301569263,0.35667564956845044,0,score< 0.570
window_7200.csv,window,3,9.149005974431304,11,32.4398568936277,0.6602287388652928,0.7110396669208101,0.6386937737645735,0.47517051301569263,0.35667564956845044,0,score< 0.570
window_1825.csv,window,3,8.204829052878985,8,32.17153581938145,0.6602287388652928,0.7110396669208101,0.6386937737645735,0.47517051301569263,0.35667564956845044,0,score< 0.570
window_1925.csv,window,3,9.492858286330511,9,27.37258920382452,0.6602287388652928,0.7110396669208101,0.6386937737645735,0.47517051301569263,0.35667564956845044,0,score< 0.570
window_10975.csv,window,5,11.750695651048224,11,29.48105274553609,0.30218854950022733,0.6012360774718162,0.8758568545729243,0.45390145865857245,0.22676584887660095,0,score< 0.570
window_8250.csv,window,5,10.09296341247664,12,25.856520014344348,0.30218854950022733,0.6012360774718162,0.8758568545729243,0.45390145865857245,0.22676584887660095,0,score< 0.570
window_9050.csv,window,5,10.078892370641032,7,25.730493368495495,0.30218854950022733,0.6012360774718162,0.8758568545729243,0.45390145865857245,0.22676584887660095,0,score< 0.570
