AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1546.2,2488.3,14.65,332.2,1311.89,0.06,66.26,1
1559.6,2496.2,14.55,332.92,1310.79,-0.0,64.56,1
1572.2,2491.6,14.41,333.63,1310.04,0.05,63.21,1
1586.5,2486.1,14.57,334.32,1309.26,0.05,65.54,1
1601.2,2490.8,14.54,335.1,1309.27,-0.09,67.59,1
1618.7,2483.2,14.38,336.43,1309.97,-0.19,66.61,1
1618.4,2474.9,12.91,337.17,1310.24,-0.09,68.52,1
1617.1,2397.8,10.36,338.44,1323.85,-0.03,73.41,1
1615.6,2365.9,9.79,339.3,1335.24,0.17,75.64,1
1619.2,2329.6,9.21,340.47,1355.51,0.22,76.03,1
1627.0,2304.8,8.87,341.1,1364.19,-0.01,77.8,1
1636.5,2301.4,8.8,341.77,1372.39,0.16,75.29,1
1646.9,2282.1,8.52,342.54,1379.26,0.06,76.23,1
1658.3,2243.4,8.2,343.05,1384.91,0.04,76.68,1
1668.3,2184.1,7.5,343.77,1389.29,0.04,75.67,1
1674.1,2157.3,7.35,344.3,1391.64,0.08,75.43,1
1676.6,2143.3,7.32,344.99,1393.5,-0.01,74.57,1
1683.0,2137.4,7.27,345.6,1395.3,0.07,75.08,1
1684.8,2140.9,7.22,346.0,1397.49,0.04,75.05,1
1683.0,2142.6,7.21,346.66,1399.1,0.02,75.71,1
1681.6,2149.5,7.22,347.21,1400.33,0.22,76.17,1
1681.1,2141.1,7.21,347.72,1400.73,-0.01,75.21,1
1678.4,2152.2,7.24,348.24,1400.61,0.16,78.99,1
1675.4,2153.7,7.26,348.69,1401.32,-0.02,79.94,1
1674.6,2157.6,7.23,349.17,1402.06,-0.04,81.32,1
1673.0,2158.6,7.22,349.6,1402.96,-0.03,80.47,1
1670.3,2162.6,7.27,350.0,1403.52,-0.06,81.22,1
1666.6,2171.7,7.24,350.42,1403.64,0.02,80.85,1
1664.3,2172.2,7.19,350.81,1403.78,-0.02,81.69,1
1664.8,2173.8,7.26,351.49,1404.26,-0.04,83.32,1
