AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
2551.4,2385.6,8.41,378.36,1402.77,-0.15,99.93,1
2552.9,2385.5,8.28,378.2,1403.03,-0.01,100.95,1
2553.5,2388.5,8.39,378.06,1403.08,0.04,100.4,1
2554.2,2393.4,8.29,378.02,1402.46,-0.03,101.16,1
2556.5,2401.9,8.39,377.82,1402.76,-0.05,101.18,1
2556.9,2390.6,8.36,377.72,1403.19,-0.01,101.04,1
2557.0,2399.3,8.27,377.49,1402.9,-0.04,101.92,1
2555.5,2391.9,8.32,377.24,1402.64,0.05,100.44,1
2553.2,2389.2,8.42,377.08,1402.24,-0.01,99.0,1
2553.4,2390.2,8.41,376.87,1402.08,-0.06,100.56,1
2553.0,2403.9,8.41,376.68,1402.11,-0.08,101.96,1
2551.6,2400.8,8.42,376.42,1401.57,-0.03,102.52,1
2549.7,2399.5,8.47,376.26,1401.32,0.02,101.8,1
2547.8,2392.1,8.43,376.0,1400.85,0.01,100.85,1
2545.2,2401.4,8.32,375.69,1400.56,0.06,102.36,1
2542.0,2401.5,8.4,375.54,1400.29,0.05,102.55,1
2541.4,2403.3,8.49,375.22,1399.86,0.03,102.38,1
2539.3,2408.2,8.3,375.0,1399.85,0.05,101.79,1
2538.5,2397.5,8.47,374.66,1399.02,0.02,101.23,1
2536.9,2453.3,9.8,374.46,1398.69,0.01,100.95,1
2535.7,2503.7,10.21,374.15,1398.32,-0.08,101.25,1
2534.7,2524.3,10.27,373.76,1395.51,-0.07,102.64,1
2528.0,2521.2,10.23,373.42,1392.73,-0.01,102.78,1
2522.8,2533.4,10.45,373.07,1391.09,-0.02,103.26,1
2517.4,2537.7,10.37,372.77,1389.19,0.1,104.56,1
2513.4,2541.1,10.51,372.45,1387.67,-0.02,103.91,1
2509.5,2534.0,10.41,372.22,1386.23,-0.01,103.78,1
2504.3,2541.4,10.4,371.85,1384.94,0.0,104.7,1
2503.0,2547.1,10.58,371.5,1384.59,-0.03,105.61,1
2501.1,2563.3,10.42,371.2,1384.7,0.02,107.09,1
