AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1275.9,1466.0,2.44,313.98,1388.79,0.13,64.51,1
1267.4,1463.7,2.41,313.48,1387.72,0.03,65.37,1
1259.5,1470.7,2.41,313.03,1386.62,0.12,66.45,1
1253.0,1475.2,2.42,312.63,1385.52,0.05,67.05,1
1247.8,1470.3,2.42,312.08,1385.62,0.1,65.1,1
1244.4,1471.2,2.41,311.64,1385.51,-0.05,66.27,1
1239.8,1467.2,2.45,311.13,1385.27,0.06,65.33,1
1235.4,1459.8,2.39,310.76,1384.43,0.06,64.25,1
1230.1,1453.3,2.39,310.29,1384.42,-0.07,61.52,1
1222.4,1444.3,2.39,309.72,1384.26,0.06,62.02,1
1213.3,1452.6,2.41,309.27,1383.09,0.02,64.91,1
1205.1,1462.0,2.4,308.93,1380.7,0.03,65.26,1
1197.1,1458.5,2.4,308.47,1380.15,-0.03,64.16,1
1185.9,1456.8,2.42,307.96,1380.24,-0.08,63.92,1
1174.0,1459.2,2.39,307.59,1381.32,-0.15,64.07,1
1160.0,1454.1,2.42,307.07,1381.87,-0.03,64.98,1
1144.8,1450.7,2.4,306.66,1382.07,0.08,63.25,1
1130.6,1446.6,2.38,306.31,1381.97,-0.01,61.71,1
1118.5,1453.2,2.44,305.8,1381.3,-0.12,62.36,1
1100.7,1466.9,2.36,304.99,1380.31,-0.03,66.66,1
1089.2,1466.7,2.39,304.58,1380.22,0.01,64.68,1
1078.8,1468.4,2.44,304.22,1380.73,0.04,65.7,1
1070.4,1460.2,2.4,303.92,1382.06,0.02,64.78,1
1063.5,1455.7,2.42,303.54,1382.97,-0.03,62.58,1
1055.3,1460.1,2.39,303.08,1383.1,0.05,63.16,1
1048.8,1457.4,2.43,302.69,1383.45,-0.16,62.04,1
1040.6,1455.0,2.41,302.32,1383.2,0.03,62.13,1
1033.2,1452.1,2.4,302.05,1381.75,-0.02,62.69,1
1026.9,1445.6,2.39,301.61,1381.69,0.09,63.1,1
1020.4,1443.6,2.42,301.23,1382.24,0.03,60.98,1
