AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
838.9,996.3,1.67,318.31,1007.21,0.02,0.0,1
840.8,996.1,1.71,318.39,1023.76,0.06,0.0,1
841.3,993.9,1.68,318.47,1035.86,-0.04,0.0,1
841.3,1008.3,1.71,318.57,1047.02,0.03,0.0,1
841.4,1002.4,1.68,318.66,1057.13,-0.11,0.0,1
841.5,1004.8,1.72,318.77,1066.59,0.07,0.0,1
841.8,1008.1,1.69,318.84,1075.46,0.02,0.0,1
839.4,1005.6,1.67,319.01,1082.63,-0.0,0.0,1
839.5,1006.7,1.68,319.11,1087.69,0.02,0.0,1
839.4,939.3,1.68,319.18,1089.27,0.03,0.0,1
839.4,897.5,1.71,319.28,1080.57,0.01,0.0,1
839.2,884.3,1.72,319.36,1068.48,0.08,0.0,1
841.0,879.9,1.7,319.42,1056.96,-0.03,0.0,1
841.8,880.7,1.69,319.52,1047.71,-0.07,0.0,1
841.7,881.4,1.72,319.56,1038.27,-0.03,0.0,1
841.8,877.8,1.7,319.67,1029.54,-0.02,0.0,1
842.1,873.0,1.71,319.7,1023.08,0.0,0.0,1
842.3,875.7,1.68,319.81,1017.54,-0.03,0.0,1
840.5,870.4,1.68,319.87,1012.09,-0.02,0.0,1
840.2,874.4,1.71,319.95,1007.66,-0.05,0.0,1
840.5,878.6,1.67,319.98,1002.98,0.08,0.0,1
840.5,876.8,1.65,320.04,998.54,0.06,0.0,1
840.5,877.2,1.68,320.09,995.67,-0.03,0.0,1
840.5,869.1,1.68,320.11,991.79,0.01,0.0,1
842.3,861.7,1.68,320.2,988.61,-0.09,0.0,1
842.3,861.2,1.67,320.24,985.69,0.06,0.0,1
842.1,853.8,1.65,320.28,982.36,-0.06,0.0,1
842.1,852.8,1.66,320.32,979.02,0.02,0.0,1
842.2,855.6,1.67,320.38,976.1,-0.14,0.0,1
842.2,858.3,1.69,320.39,973.99,-0.02,0.0,1
