AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
3142.5,2028.4,4.63,330.29,1443.64,-0.03,92.61,1
3133.6,2029.1,4.62,329.57,1440.69,0.04,93.73,1
3125.3,2032.0,4.64,328.8,1438.46,-0.03,93.29,1
3116.5,2034.7,4.58,328.27,1437.48,0.04,93.88,1
3108.7,2039.3,4.61,327.8,1436.12,0.03,93.89,1
3102.2,2043.7,4.64,327.28,1434.7,-0.03,94.81,1
3093.1,2035.9,4.57,326.81,1433.84,-0.02,94.35,1
3083.9,2037.4,4.58,326.87,1434.45,0.0,93.95,1
3075.3,2035.8,4.6,326.18,1435.39,0.04,93.93,1
3067.5,2034.9,4.58,325.41,1434.97,-0.01,93.51,1
3059.8,2027.4,4.61,324.92,1433.83,0.02,93.48,1
3049.7,2024.8,4.56,324.49,1433.41,0.0,92.76,1
3041.1,2023.5,4.56,324.02,1432.2,-0.04,92.54,1
3032.0,2019.8,4.5,323.56,1431.75,-0.05,92.08,1
3023.3,2021.7,4.56,323.11,1431.59,-0.06,91.92,1
3014.4,2019.9,4.58,322.65,1431.78,0.06,92.19,1
3006.0,2027.2,4.64,322.24,1432.87,-0.02,93.5,1
2998.6,2034.4,4.58,321.71,1432.2,0.08,93.67,1
2991.2,2041.0,4.61,321.19,1430.92,0.04,94.85,1
2985.2,2035.2,4.59,320.89,1429.65,-0.07,93.83,1
2977.5,2023.6,4.52,320.47,1428.78,-0.04,92.75,1
2968.8,2020.2,4.48,320.06,1430.37,-0.03,93.49,1
2960.1,2024.3,4.5,319.66,1432.27,-0.01,94.31,1
2950.5,2016.2,4.46,319.76,1433.78,-0.05,93.86,1
2942.7,2028.2,4.53,319.16,1434.42,-0.01,94.33,1
2934.8,2020.8,4.51,318.44,1433.9,0.03,93.74,1
2927.8,2015.5,4.34,318.03,1433.75,0.05,93.26,1
2921.0,2017.2,4.38,317.64,1435.23,0.01,93.11,1
2915.2,2010.8,4.43,317.23,1435.23,0.01,93.66,1
2908.9,2011.2,4.5,317.38,1435.22,-0.01,93.47,1
