AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
841.7,930.4,1.81,325.25,1030.96,0.02,0.0,1
843.1,934.5,1.8,325.31,1030.95,0.03,0.0,1
843.3,929.3,1.79,325.42,1030.33,-0.0,0.0,1
843.6,923.2,1.79,325.45,1030.07,0.01,0.0,1
843.7,932.7,1.79,325.55,1029.43,-0.0,0.0,1
848.2,937.6,1.8,325.62,1029.34,-0.01,0.0,1
848.0,935.3,1.8,325.72,1029.45,0.0,0.0,1
838.9,928.6,1.81,325.82,1029.46,0.01,0.0,1
838.3,930.7,1.78,325.86,1028.72,0.0,0.0,1
838.2,927.0,1.77,325.95,1028.05,0.0,0.0,1
838.0,925.8,1.76,326.0,1027.9,-0.0,0.0,1
837.9,924.4,1.81,326.12,1027.91,0.0,0.0,1
847.4,924.9,1.82,326.2,1028.11,0.0,0.0,1
847.7,932.4,1.81,326.27,1028.13,-0.01,0.0,1
848.0,929.2,1.78,326.4,1028.5,0.02,0.0,1
848.2,923.8,1.84,326.48,1029.14,-0.0,0.0,1
848.4,931.9,1.78,326.57,1029.27,0.0,0.0,1
848.7,932.2,1.85,326.68,1028.58,-0.01,0.0,1
848.6,927.6,1.77,326.8,1028.6,0.03,0.0,1
848.4,931.9,1.76,326.85,1028.11,-0.03,0.0,1
848.3,935.8,1.76,326.95,1027.57,0.01,0.0,1
848.3,929.9,1.79,327.08,1027.43,-0.01,0.0,1
848.4,925.1,1.82,327.26,1027.6,0.0,0.0,1
848.4,923.0,1.79,327.4,1027.96,0.01,0.0,1
848.4,927.4,1.79,327.4,1028.17,-0.0,0.0,1
848.5,929.5,1.73,327.53,1027.74,0.0,0.0,1
845.2,931.8,1.77,327.64,1027.56,0.02,0.0,1
845.8,938.1,1.77,327.81,1028.74,-0.04,0.0,1
845.7,936.8,1.79,327.98,1029.83,0.01,0.0,1
845.3,937.5,1.75,328.02,1029.41,-0.0,0.0,1
