AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1721.0,2085.9,6.43,349.61,1402.48,-0.02,81.56,1
1728.8,2079.0,6.3,349.55,1401.58,0.07,79.24,1
1719.4,2081.6,6.21,349.45,1400.71,0.03,78.19,1
1724.8,2078.8,6.29,349.27,1401.07,0.02,79.38,1
1714.5,2072.1,6.28,349.29,1401.46,0.02,79.68,1
1709.0,2071.4,6.28,349.2,1401.09,0.08,79.73,1
1694.5,2076.0,6.35,349.08,1400.17,0.12,80.55,1
1686.0,2088.4,6.35,348.97,1399.29,0.13,82.4,1
1680.8,2097.3,6.37,348.83,1398.48,0.06,83.03,1
1676.3,2089.9,6.38,348.67,1397.93,0.21,82.69,1
1672.1,2096.9,6.31,348.45,1397.23,0.09,83.42,1
1668.1,2102.9,6.39,348.4,1397.22,0.24,84.79,1
1666.6,2104.4,6.34,348.27,1397.37,-0.09,85.12,1
1664.8,2098.1,6.34,348.14,1396.93,-0.15,85.07,1
1660.4,2102.8,6.33,347.99,1397.84,-0.07,84.87,1
1654.4,2110.8,6.29,347.81,1399.0,-0.08,86.63,1
1645.7,2116.0,6.34,347.65,1399.59,0.04,85.94,1
1637.8,2118.3,6.26,347.48,1400.4,0.07,87.14,1
1632.5,2127.4,6.28,347.31,1401.36,0.07,89.01,1
1627.3,2134.2,6.27,347.16,1402.36,0.09,90.25,1
1624.8,2140.7,6.25,346.94,1402.84,0.0,91.55,1
1623.4,2141.1,6.28,346.77,1403.77,0.0,90.81,1
1620.6,2128.2,6.26,346.36,1404.35,-0.04,89.53,1
1617.5,2122.0,6.33,346.09,1404.11,0.01,88.96,1
1614.7,2130.3,6.37,345.99,1405.23,-0.02,89.32,1
1611.7,2125.9,6.3,345.8,1405.96,0.17,87.1,1
1610.7,2130.5,6.32,345.75,1406.97,0.01,89.45,1
1608.5,2120.7,6.28,346.02,1407.2,-0.06,87.36,1
1605.6,2122.0,6.42,345.43,1406.73,-0.06,87.58,1
1601.8,2120.6,6.3,345.59,1407.27,-0.03,87.79,1
