AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1383.7,1465.2,2.26,341.19,1312.59,0.01,78.17,1
1377.7,1477.7,2.24,340.66,1309.14,0.05,80.28,1
1374.0,1478.8,2.27,340.12,1306.26,0.03,78.6,1
1371.2,1474.1,2.28,339.58,1304.55,0.04,78.01,1
1368.2,1456.9,2.27,338.98,1302.61,0.04,75.62,1
1365.4,1442.4,2.25,338.42,1301.34,0.11,74.12,1
1360.5,1445.3,2.23,337.83,1299.41,0.1,74.51,1
1358.7,1436.1,2.26,337.25,1297.82,0.11,74.26,1
1355.1,1422.4,2.26,336.63,1297.33,0.03,73.3,1
1346.1,1424.2,2.27,335.88,1296.53,0.01,73.54,1
1334.6,1418.2,2.26,335.39,1294.6,-0.04,71.8,1
1319.6,1409.0,2.25,334.77,1294.25,0.08,70.16,1
1303.3,1405.2,2.18,334.16,1294.32,0.11,71.85,1
1289.2,1407.4,2.23,333.5,1294.38,0.04,72.49,1
1277.3,1415.8,2.17,332.75,1293.19,0.14,73.65,1
1267.0,1424.0,2.19,332.24,1291.87,-0.15,75.6,1
1253.6,1427.6,2.18,331.58,1291.82,0.04,74.3,1
1241.8,1414.0,2.19,330.95,1291.37,-0.17,71.01,1
1229.1,1419.0,2.21,330.3,1291.05,-0.01,74.35,1
1217.1,1424.1,2.2,329.66,1290.21,0.1,72.73,1
1207.4,1421.0,2.2,328.98,1289.27,0.08,72.55,1
1199.6,1411.9,2.21,328.25,1287.97,0.02,71.56,1
1187.0,1391.9,2.19,326.98,1286.56,-0.02,69.31,1
1179.7,1382.5,2.19,326.2,1286.2,0.0,67.9,1
1173.4,1378.7,2.22,325.67,1285.46,-0.08,68.29,1
1165.6,1368.1,2.2,324.89,1284.48,-0.06,66.77,1
1156.4,1361.2,2.2,324.31,1283.88,0.04,66.07,1
1146.9,1360.7,2.2,323.68,1282.92,-0.04,65.13,1
1139.1,1358.1,2.21,323.04,1281.79,0.03,65.74,1
1130.7,1356.7,2.21,322.29,1280.39,0.01,64.84,1
