AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
2908.8,2436.6,8.1,270.86,1419.29,0.04,100.17,1
2911.3,2461.1,8.2,270.23,1419.69,-0.18,100.19,1
2911.8,2465.3,8.46,269.58,1421.34,-0.06,98.94,1
2911.8,2478.7,8.55,268.99,1423.42,0.01,98.44,1
2913.5,2477.3,8.6,268.42,1425.63,0.17,96.67,1
2919.8,2463.1,8.52,267.87,1428.18,0.16,96.03,1
2926.7,2467.7,8.59,267.35,1431.02,0.2,95.05,1
2938.8,2464.1,8.61,266.89,1433.49,0.0,93.46,1
2950.8,2477.7,8.9,266.44,1434.07,-0.07,95.94,1
2958.6,2485.1,8.92,266.03,1435.08,-0.08,95.18,1
2963.3,2489.4,9.11,265.53,1437.2,-0.16,94.58,1
2963.2,2511.6,9.47,265.29,1439.75,0.1,95.63,1
2966.3,2522.1,9.53,265.02,1441.79,-0.03,94.95,1
2967.6,2529.6,9.47,264.74,1444.67,-0.18,94.12,1
2966.8,2527.0,9.57,264.51,1447.84,0.06,95.2,1
2968.4,2532.3,9.51,264.2,1450.38,-0.0,94.88,1
2970.2,2527.3,9.39,264.12,1453.1,0.02,94.52,1
2972.9,2520.4,9.48,264.0,1455.65,0.01,93.48,1
2976.1,2514.1,9.38,263.94,1458.51,-0.04,93.02,1
2979.5,2519.1,9.38,263.86,1462.07,-0.09,94.32,1
2981.3,2512.5,9.43,263.85,1464.74,0.01,92.51,1
2983.5,2524.8,9.43,263.86,1467.01,-0.01,94.39,1
2986.0,2524.4,9.39,263.82,1468.7,-0.03,95.02,1
2988.5,2516.7,9.35,263.95,1469.92,-0.17,93.82,1
2987.2,2517.0,9.34,264.12,1471.68,-0.22,94.49,1
2979.5,2523.2,9.37,264.26,1473.69,-0.02,94.26,1
2972.0,2522.1,9.28,264.45,1475.05,0.11,95.88,1
2967.2,2513.6,9.23,264.53,1476.64,0.13,94.5,1
2964.5,2520.3,9.43,264.74,1477.49,0.03,95.51,1
2961.4,2531.9,9.37,265.02,1478.24,-0.0,97.68,1
