AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
2767.9,2547.7,9.54,291.13,1479.86,-0.08,98.19,1
2769.3,2535.5,8.92,291.42,1481.53,-0.11,98.27,1
2767.4,2485.0,8.4,291.72,1481.58,-0.09,98.45,1
2764.7,2467.3,8.34,292.0,1480.19,0.01,96.22,1
2764.3,2468.1,8.36,292.21,1477.62,-0.08,98.56,1
2762.0,2454.9,8.26,292.58,1476.41,-0.01,97.61,1
2761.0,2468.8,8.41,292.95,1475.42,0.09,99.73,1
2760.7,2476.4,8.36,293.29,1474.57,0.06,100.8,1
2762.8,2478.0,8.27,293.63,1473.59,-0.19,100.23,1
2762.9,2481.5,8.36,293.98,1473.06,0.02,100.79,1
2763.6,2475.9,8.38,294.25,1471.93,-0.14,98.94,1
2762.6,2469.1,8.26,294.65,1471.09,-0.12,99.89,1
2754.6,2452.2,8.28,294.95,1470.44,-0.02,97.6,1
2746.8,2461.4,8.3,295.4,1469.48,0.13,98.2,1
2742.5,2458.9,8.27,295.7,1468.57,0.08,99.11,1
2739.9,2465.6,8.31,296.16,1469.07,-0.19,98.71,1
2736.0,2453.6,8.31,296.5,1469.78,0.1,97.56,1
2734.5,2464.4,8.25,296.84,1470.14,0.25,99.45,1
2737.5,2457.0,8.24,297.28,1469.64,-0.12,97.54,1
2737.2,2453.0,8.21,297.64,1468.94,-0.06,97.19,1
2735.9,2455.4,8.28,298.08,1467.58,-0.1,97.27,1
2733.0,2456.0,8.28,298.38,1467.02,0.08,99.42,1
2731.1,2452.6,8.23,298.72,1466.82,0.05,95.82,1
2727.8,2446.1,8.28,299.11,1466.47,0.15,96.68,1
2727.7,2447.3,8.3,299.51,1465.68,-0.08,96.17,1
2725.4,2445.0,8.19,299.89,1464.73,-0.02,96.66,1
2723.2,2447.4,8.19,300.36,1464.13,-0.03,95.6,1
2720.7,2447.7,8.39,300.68,1464.28,-0.11,96.35,1
2716.4,2457.7,8.46,301.03,1463.25,-0.07,96.0,1
2711.4,2466.3,8.38,301.4,1461.92,-0.0,95.64,1
