AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
837.9,1070.6,1.92,278.7,1198.88,0.2,0.0,1
837.3,1065.9,1.89,278.85,1188.79,-0.12,0.0,1
838.8,1062.5,1.89,278.99,1180.5,-0.11,0.0,1
840.4,1068.2,1.91,279.15,1173.47,-0.04,0.0,1
840.8,1069.5,1.93,279.37,1167.75,-0.06,0.0,1
840.9,1067.8,1.91,279.5,1162.94,0.02,-0.0,1
841.1,1062.7,1.93,279.69,1157.94,0.04,-0.0,1
841.3,1061.9,1.9,279.83,1154.19,-0.07,0.0,1
839.5,1055.7,1.88,280.01,1151.4,-0.03,-0.0,1
838.0,1005.3,1.81,280.2,1145.67,0.04,0.0,1
837.8,983.3,1.81,280.36,1135.5,-0.01,0.0,1
837.5,970.8,1.78,280.55,1125.18,0.02,0.0,1
837.4,967.5,1.77,280.72,1116.4,-0.02,-0.0,1
837.2,941.0,1.71,280.88,1108.75,0.03,0.0,1
839.1,895.3,1.69,281.07,1097.71,-0.06,0.0,1
840.6,879.1,1.71,281.22,1083.57,-0.1,-0.0,1
840.7,876.3,1.69,281.42,1070.31,-0.06,0.0,1
841.0,871.6,1.68,281.6,1058.83,-0.02,0.0,1
841.1,868.8,1.69,281.76,1048.64,-0.08,0.0,1
841.3,873.7,1.74,281.93,1039.76,-0.02,-0.0,1
838.2,875.6,1.69,282.1,1032.06,-0.08,0.0,1
838.1,870.5,1.69,282.29,1026.52,-0.04,-0.0,1
837.4,870.9,1.69,282.46,1021.83,-0.08,-0.0,1
837.1,872.8,1.68,282.62,1016.75,-0.01,0.0,1
836.8,870.8,1.69,282.78,1012.32,-0.08,0.0,1
836.3,870.7,1.7,282.95,1008.04,0.03,0.0,1
838.1,872.8,1.74,283.14,1004.28,-0.04,0.0,1
839.4,826.5,1.55,283.3,1000.12,0.04,0.0,1
839.6,779.5,1.55,283.46,991.89,-0.05,-0.0,1
839.7,761.1,1.52,283.65,982.1,0.04,-0.0,1
