AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
2348.8,2046.3,4.51,297.3,1442.89,-0.0,98.37,1
2339.4,2045.9,4.53,297.09,1443.98,-0.03,98.74,1
2328.8,2048.5,4.53,296.93,1444.36,-0.02,98.49,1
2318.3,2054.8,4.41,296.72,1443.77,0.0,100.74,1
2309.4,2061.6,4.52,296.56,1443.35,-0.05,100.79,1
2299.1,2068.2,4.47,296.39,1442.34,0.02,101.18,1
2289.6,2038.6,4.04,296.2,1442.6,0.02,100.64,1
2279.9,1999.5,3.94,296.02,1445.91,0.03,100.11,1
2270.1,1988.9,3.89,295.85,1449.37,0.09,99.3,1
2260.6,1991.1,3.83,295.66,1453.43,0.02,100.4,1
2252.6,1992.1,3.88,295.47,1458.57,0.03,100.87,1
2244.1,1994.9,3.89,295.3,1462.41,-0.07,100.49,1
2233.7,1976.2,3.67,295.14,1463.93,-0.04,100.84,1
2223.7,1965.2,3.68,294.93,1465.22,-0.05,100.6,1
2213.0,1960.7,3.64,294.76,1468.19,-0.04,99.89,1
2201.4,1955.3,3.59,294.58,1472.07,0.16,99.7,1
2191.3,1960.8,3.62,294.42,1473.68,-0.03,99.87,1
2180.4,1957.6,3.64,294.22,1474.68,0.02,99.72,1
2169.8,1956.3,3.64,294.06,1475.87,0.02,100.58,1
2160.1,1961.6,3.59,293.84,1476.93,-0.0,100.0,1
2149.9,1955.0,3.58,293.65,1477.46,0.01,99.97,1
2140.2,1947.6,3.61,293.43,1477.37,0.01,98.5,1
2131.3,1950.9,3.57,293.22,1477.1,0.08,98.59,1
2124.3,1952.7,3.61,293.02,1476.84,0.01,99.48,1
2117.0,1948.9,3.61,292.84,1477.63,0.02,98.91,1
2111.2,1949.7,3.58,292.62,1478.33,-0.01,98.43,1
2105.3,1948.1,3.57,292.38,1479.77,-0.01,98.9,1
2098.2,1946.2,3.6,292.1,1480.27,-0.02,100.25,1
2088.7,1943.1,3.55,291.91,1480.92,-0.07,99.07,1
2076.6,1941.4,3.61,291.67,1481.56,0.03,98.21,1
