AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1339.7,2163.4,6.73,279.88,1401.54,0.15,88.23,1
1339.4,2160.2,6.65,280.2,1401.75,-0.09,88.29,1
1337.2,2143.9,6.53,280.38,1402.22,-0.09,88.18,1
1331.2,2126.3,6.44,280.67,1402.42,0.02,86.62,1
1325.4,2029.8,4.82,281.09,1403.55,-0.17,86.32,1
1314.3,1959.9,4.58,281.33,1408.89,0.11,87.05,1
1303.7,1957.8,4.41,281.63,1417.69,0.0,88.37,1
1293.2,1903.2,3.9,282.06,1426.37,0.1,86.97,1
1282.2,1883.9,3.9,282.4,1436.67,-0.21,86.7,1
1270.8,1878.3,3.9,282.62,1444.58,0.12,87.56,1
1259.0,1875.7,3.92,282.92,1450.85,0.13,86.45,1
1250.4,1896.7,4.11,283.36,1456.15,0.03,87.4,1
1242.8,1946.6,4.74,283.59,1459.22,0.04,86.69,1
1234.3,1857.0,3.24,283.86,1459.56,0.14,85.2,1
1227.0,1721.5,2.8,284.26,1460.29,-0.06,84.64,1
1216.8,1647.4,2.54,284.46,1459.34,-0.06,83.78,1
1206.9,1577.7,2.32,284.83,1453.98,0.13,82.1,1
1199.7,1474.0,2.08,285.12,1439.33,0.0,80.64,1
1192.6,1436.5,2.02,285.23,1414.49,-0.02,81.4,1
1185.1,1434.5,2.04,285.57,1390.87,-0.03,81.89,1
1175.9,1428.0,2.01,285.73,1370.5,0.33,80.9,1
1172.4,1405.8,1.99,285.9,1353.91,0.02,77.56,1
1169.0,1281.5,1.63,286.14,1334.88,-0.16,77.71,1
1166.5,1211.3,1.56,286.43,1307.92,0.13,77.2,1
1168.4,1169.1,1.6,286.48,1279.05,-0.01,71.65,1
1169.5,1141.8,1.6,286.61,1253.77,0.08,71.15,1
1170.7,1147.7,1.54,286.74,1230.13,-0.21,73.0,1
1169.4,1142.1,1.55,286.85,1208.32,0.05,73.13,1
1168.3,1161.1,1.54,287.05,1189.56,0.06,74.76,1
1167.3,1162.7,1.54,287.04,1172.9,-0.0,74.81,1
