AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
5556.1,2327.3,6.39,337.46,1460.43,-0.15,97.34,1
5554.4,2340.2,6.41,337.14,1460.92,-0.08,98.0,1
5553.8,2316.8,6.41,336.9,1461.26,-0.11,95.83,1
5551.6,2307.0,6.46,336.84,1461.61,0.02,95.22,1
5549.0,2305.9,6.4,336.59,1461.98,-0.0,94.02,1
5546.0,2299.2,6.28,336.44,1461.67,-0.02,93.56,1
5540.9,2298.6,6.42,336.32,1461.27,0.05,93.31,1
5537.0,2298.8,6.38,336.12,1460.31,-0.02,92.86,1
5532.4,2293.8,6.46,335.92,1459.42,0.02,92.54,1
5528.0,2301.9,6.39,335.77,1458.14,-0.12,92.85,1
5522.7,2307.9,6.43,335.59,1457.02,-0.02,93.63,1
5516.9,2310.6,6.45,335.41,1456.31,0.19,93.56,1
5514.9,2308.8,6.4,335.23,1456.03,-0.14,92.49,1
5511.3,2297.7,6.38,335.1,1455.86,0.0,92.01,1
5507.4,2293.8,6.42,334.9,1456.67,0.07,92.11,1
5504.8,2291.9,6.43,334.77,1457.42,-0.13,91.61,1
5502.3,2297.0,6.41,334.56,1457.32,0.1,92.71,1
5501.6,2294.2,6.38,334.51,1457.43,0.04,92.25,1
5500.6,2294.3,6.45,334.38,1456.59,0.1,91.73,1
5501.7,2296.2,6.42,334.11,1456.19,-0.1,91.4,1
5501.1,2287.7,6.4,333.9,1455.9,0.04,92.05,1
5500.7,2291.1,6.39,333.74,1455.54,0.16,92.14,1
5502.7,2287.7,6.41,333.69,1455.04,-0.01,91.55,1
5504.7,2286.4,6.34,333.43,1454.96,-0.09,90.96,1
5505.7,2285.8,6.33,333.21,1455.23,-0.01,91.69,1
5507.6,2286.1,6.34,333.05,1455.19,0.06,91.1,1
5510.0,2285.3,6.34,332.98,1455.09,0.01,91.12,1
5511.9,2287.5,6.43,332.77,1454.67,-0.02,91.86,1
5514.1,2290.5,6.4,332.55,1454.0,0.04,91.89,1
5519.2,2293.1,6.42,332.38,1454.26,0.08,93.11,1
