AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1544.6,2096.6,6.25,357.78,1407.73,0.02,83.84,1
1546.0,2092.5,6.29,357.59,1407.33,-0.05,83.68,1
1546.2,2106.5,6.21,357.41,1407.25,0.09,84.62,1
1547.5,2100.9,6.23,357.23,1407.75,-0.0,84.09,1
1548.4,2100.1,6.33,357.0,1408.49,0.01,84.59,1
1548.3,2089.9,6.32,356.82,1408.79,-0.05,83.68,1
1548.6,2091.5,6.23,356.57,1407.97,0.01,83.07,1
1548.2,2093.2,6.27,356.33,1408.18,0.06,84.09,1
1549.1,2098.9,6.29,356.11,1408.81,-0.01,84.53,1
1548.4,2097.2,6.27,355.91,1409.2,-0.04,83.16,1
1547.0,2100.4,6.28,355.66,1408.96,0.07,85.45,1
1547.6,2099.3,6.32,355.38,1408.66,0.02,84.52,1
1547.1,2101.1,6.32,355.12,1408.83,0.01,85.74,1
1548.7,2103.4,5.92,354.87,1409.14,-0.04,86.27,1
1548.4,1999.8,4.21,354.63,1410.49,0.1,85.33,1
1547.9,1876.4,3.54,354.38,1419.34,-0.1,85.45,1
1545.0,1811.7,3.27,354.07,1431.7,-0.1,85.17,1
1538.0,1756.9,2.94,353.78,1439.11,-0.14,84.59,1
1528.2,1692.3,2.69,353.54,1443.7,-0.08,84.36,1
1513.6,1634.2,2.53,353.31,1442.96,-0.1,84.9,1
1496.7,1636.7,2.54,352.93,1436.56,0.02,87.3,1
1479.2,1634.7,2.53,352.63,1431.16,0.12,85.5,1
1462.4,1633.3,2.55,352.26,1425.15,0.22,85.56,1
1445.5,1632.0,2.52,351.55,1414.9,0.02,85.07,1
1440.3,1624.7,2.55,351.18,1412.31,-0.02,85.15,1
1433.5,1621.3,2.49,350.78,1410.3,-0.02,84.6,1
1426.7,1611.1,2.54,350.4,1408.37,-0.02,83.42,1
1420.1,1602.3,2.5,349.92,1406.16,-0.06,82.28,1
1411.9,1593.1,2.52,349.52,1403.49,-0.05,80.82,1
1404.2,1579.0,2.5,349.07,1401.12,-0.04,77.63,1
