AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1215.1,1536.4,2.7,323.3,1391.37,-0.01,70.98,1
1217.1,1544.0,2.72,322.89,1389.2,0.05,70.48,1
1205.4,1542.9,2.69,322.32,1386.96,0.12,70.9,1
1192.2,1539.2,2.62,321.74,1386.0,0.14,71.89,1
1178.6,1540.9,2.62,321.17,1385.29,0.2,73.78,1
1169.4,1553.7,2.67,320.6,1384.57,0.06,74.59,1
1162.3,1551.6,2.61,320.04,1384.95,-0.08,74.67,1
1151.5,1547.3,2.63,319.52,1384.77,-0.01,72.74,1
1139.8,1551.5,2.61,318.97,1383.66,0.06,73.24,1
1130.4,1532.2,2.45,318.42,1382.92,0.02,74.0,1
1121.4,1454.4,2.18,317.87,1375.9,0.04,75.73,1
1112.6,1414.1,2.12,317.29,1362.27,0.0,73.89,1
1100.0,1393.4,2.13,316.7,1347.12,-0.01,73.94,1
1076.6,1402.7,2.18,315.74,1325.09,0.12,75.25,1
1065.6,1391.4,2.13,315.21,1316.32,0.0,74.05,1
1054.6,1389.9,2.17,314.67,1309.57,0.01,73.15,1
1045.2,1392.6,2.1,314.16,1303.36,-0.04,73.58,1
1036.9,1406.1,2.14,313.64,1298.08,0.09,75.54,1
1027.5,1399.0,2.13,313.12,1292.5,0.11,74.79,1
1018.1,1396.3,2.11,312.57,1287.39,0.02,74.64,1
998.4,1380.4,2.13,311.57,1279.23,-0.09,72.67,1
986.2,1390.0,2.13,311.06,1276.78,0.06,73.68,1
973.8,1378.1,2.13,310.54,1274.9,0.06,72.81,1
964.6,1363.0,2.12,309.98,1273.2,-0.11,69.36,1
943.7,1420.0,2.32,309.02,1272.79,0.22,70.34,1
937.7,1520.3,2.62,308.49,1282.57,0.01,71.57,1
933.3,1556.8,2.66,307.98,1295.46,-0.08,71.16,1
927.1,1556.8,2.7,307.5,1307.44,-0.0,69.29,1
917.0,1561.2,2.68,307.0,1318.08,0.06,69.3,1
911.0,1561.9,2.72,306.48,1327.43,-0.03,69.37,1
