AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
840.1,878.8,1.72,311.1,1022.06,0.01,0.0,1
840.1,871.6,1.73,311.16,1014.96,0.03,0.0,1
840.1,867.9,1.75,311.13,1009.4,0.01,0.0,1
840.4,865.8,1.72,311.15,1003.16,0.04,0.0,1
840.5,866.1,1.72,311.16,998.15,0.02,0.0,1
840.5,842.6,1.68,311.33,994.12,-0.04,0.0,1
840.6,802.6,1.57,311.35,987.96,0.06,0.0,1
840.7,793.1,1.56,311.41,978.74,-0.03,0.0,1
840.8,786.2,1.58,311.43,970.0,-0.05,0.0,1
840.0,785.3,1.6,311.47,963.14,0.04,0.0,1
840.0,783.5,1.59,311.54,957.26,-0.03,0.0,1
839.9,787.2,1.58,311.57,951.1,0.02,0.0,1
839.9,785.3,1.58,311.64,944.97,0.04,0.0,1
839.9,797.4,1.59,311.76,940.84,-0.02,0.0,1
839.7,801.2,1.61,311.83,937.07,-0.06,0.0,1
840.7,796.3,1.61,311.85,934.0,0.0,0.0,1
840.4,799.0,1.55,311.8,931.24,-0.01,0.0,1
840.3,799.9,1.57,311.81,929.55,-0.03,0.0,1
840.3,794.7,1.62,311.91,927.65,0.03,0.0,1
840.5,793.6,1.56,311.97,926.55,0.03,0.0,1
840.9,797.5,1.58,311.92,925.12,-0.02,0.0,1
840.8,793.6,1.6,311.87,924.34,0.05,0.0,1
841.1,793.4,1.58,311.98,923.84,-0.02,0.0,1
841.1,802.6,1.58,312.02,922.33,-0.03,0.0,1
841.2,795.5,1.58,312.05,920.46,-0.01,0.0,1
841.2,798.1,1.6,312.03,918.5,-0.03,0.0,1
840.8,800.9,1.6,311.99,917.15,0.07,0.0,1
840.3,796.7,1.58,311.99,916.09,-0.01,0.0,1
840.5,800.2,1.62,312.05,915.87,0.01,0.0,1
840.5,802.9,1.6,312.05,915.31,-0.01,0.0,1
