AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1631.2,2075.7,5.99,360.3,1414.75,-0.01,83.93,1
1631.6,2071.1,6.01,360.37,1414.81,0.0,83.68,1
1631.5,2076.9,6.01,360.38,1414.26,-0.03,83.45,1
1631.2,2078.9,5.99,360.37,1413.16,0.02,83.89,1
1630.9,2071.2,5.98,360.29,1411.95,0.08,83.61,1
1631.5,2073.1,5.82,360.26,1412.0,-0.02,83.62,1
1631.0,2081.5,5.95,360.26,1412.53,-0.02,85.72,1
1631.3,2073.9,5.98,360.14,1412.86,-0.07,83.53,1
1631.8,2067.1,6.06,360.08,1413.39,-0.1,82.23,1
1630.8,2067.7,5.96,359.98,1412.83,-0.08,81.82,1
1628.8,2067.6,5.99,359.87,1411.69,-0.0,83.34,1
1626.5,2062.5,5.95,359.73,1411.04,0.03,81.84,1
1624.3,2053.9,5.92,359.6,1411.45,0.03,81.73,1
1621.6,2058.5,6.04,359.4,1411.99,-0.04,81.69,1
1617.8,2066.0,6.01,359.25,1412.37,0.05,82.04,1
1615.7,2068.1,6.01,358.89,1410.0,-0.05,80.71,1
1614.8,2069.2,6.02,358.69,1408.49,0.08,81.95,1
1614.0,2061.0,6.06,358.52,1407.4,-0.02,82.25,1
1612.6,2061.7,5.98,358.29,1406.85,-0.08,81.29,1
1611.5,2063.9,5.99,358.01,1407.25,0.16,80.01,1
1618.1,2070.9,5.98,357.6,1407.39,0.1,80.92,1
1622.9,2059.5,5.99,357.36,1407.52,0.1,80.21,1
1627.2,2056.0,6.06,357.11,1407.59,0.11,79.34,1
1627.2,2052.0,6.01,356.86,1407.17,0.11,78.63,1
1623.8,2049.5,6.05,356.62,1406.54,0.17,80.05,1
1625.4,2049.4,6.05,356.35,1405.84,0.05,79.85,1
1627.4,2049.8,6.04,356.07,1405.96,0.1,78.71,1
1628.4,2047.8,6.0,355.8,1407.39,0.13,78.62,1
1627.1,2040.5,6.02,355.55,1408.04,0.09,77.88,1
1626.2,2037.3,5.95,355.26,1408.49,0.06,77.19,1
