AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
918.7,1850.8,4.43,314.15,1420.68,-0.15,62.87,1
910.6,1773.7,3.96,314.14,1423.05,-0.15,62.97,1
900.8,1744.0,3.89,314.15,1425.35,0.05,60.87,1
895.8,1743.8,3.94,314.16,1426.44,-0.06,62.66,1
889.9,1744.3,3.97,314.05,1427.32,-0.1,60.69,1
883.9,1732.7,3.83,314.02,1428.2,0.06,59.75,1
878.3,1720.8,3.81,314.02,1428.1,-0.05,60.45,1
872.7,1722.0,3.87,314.02,1428.34,0.03,59.65,1
869.2,1813.8,4.97,314.02,1427.66,-0.03,55.34,1
865.8,1855.3,4.72,314.02,1425.78,-0.07,56.42,1
860.4,1785.9,4.15,314.02,1426.03,-0.08,57.2,1
855.3,1669.7,3.23,314.01,1426.92,0.11,58.42,1
849.7,1455.0,2.2,313.97,1426.69,0.03,55.97,1
845.5,1089.4,1.47,313.99,1403.91,0.18,54.12,1
844.1,908.1,1.38,313.98,1362.14,-0.08,51.5,1
844.2,838.5,1.36,313.99,1322.8,-0.19,49.43,1
844.2,856.0,2.19,313.95,1287.23,0.09,50.27,1
843.8,1854.9,12.75,313.97,1260.23,0.07,42.05,1
846.0,2365.5,14.85,313.95,1247.79,-0.05,45.92,1
849.6,2446.4,14.88,313.91,1247.82,-0.18,50.56,1
852.1,2469.1,14.75,313.88,1252.27,0.02,50.08,1
854.9,2473.5,14.92,313.88,1257.62,-0.01,53.4,1
855.3,2469.2,14.89,313.88,1262.04,-0.01,55.92,1
856.2,2482.9,14.94,313.88,1266.23,0.01,57.4,1
858.7,2483.8,14.86,313.88,1270.77,-0.05,60.45,1
860.7,2491.1,14.92,313.91,1274.99,0.0,61.49,1
864.8,2501.3,14.92,314.0,1278.61,0.08,62.43,1
871.5,2511.2,14.98,314.1,1281.72,-0.0,68.43,1
879.0,2515.5,14.97,314.21,1285.49,0.08,66.77,1
887.1,2518.1,14.97,314.37,1288.69,-0.04,69.6,1
