AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1113.1,1507.9,2.57,281.53,1316.67,0.06,69.3,1
1099.3,1509.2,2.58,280.93,1317.6,0.12,68.89,1
1087.7,1559.3,2.97,280.5,1318.56,0.1,69.16,1
1078.6,1703.8,3.76,279.96,1321.13,0.06,69.37,1
1069.6,1771.4,3.86,279.55,1327.26,-0.01,68.74,1
1062.5,1784.9,3.82,279.15,1336.44,0.02,69.51,1
1056.0,1785.0,3.97,278.72,1347.03,0.04,69.72,1
1051.8,1846.7,4.99,278.23,1355.64,0.05,69.25,1
1048.4,1916.5,5.25,277.83,1362.22,-0.0,68.93,1
1044.8,1941.0,5.36,277.33,1366.64,0.03,69.15,1
1041.4,1941.7,5.29,276.88,1370.46,-0.08,69.3,1
1037.0,1940.7,5.34,276.57,1374.84,0.04,68.63,1
1033.9,1934.8,5.32,276.21,1378.68,0.01,68.28,1
1030.1,1937.8,5.28,275.99,1381.51,0.01,68.99,1
1025.5,1946.5,5.39,275.6,1383.18,0.03,68.39,1
1021.8,1939.9,5.35,275.3,1384.05,-0.0,68.17,1
1014.2,1936.4,5.39,274.9,1387.93,-0.05,67.94,1
1009.6,1929.4,5.03,274.72,1389.93,0.04,68.53,1
1004.3,1879.4,4.51,274.52,1391.89,-0.03,68.36,1
998.7,1826.5,4.17,274.29,1395.52,-0.07,67.94,1
992.0,1776.9,3.83,274.1,1399.15,0.02,67.78,1
985.5,1758.4,3.85,273.96,1402.68,0.04,67.65,1
979.8,1733.2,3.46,273.96,1405.97,-0.01,67.52,1
972.8,1680.8,3.23,273.81,1408.22,0.05,67.34,1
965.6,1641.6,3.02,273.74,1408.61,-0.02,66.88,1
957.8,1595.3,2.91,273.71,1408.02,0.05,66.63,1
950.4,1582.5,2.88,273.63,1406.18,-0.01,65.95,1
943.3,1581.4,2.92,273.69,1404.85,0.03,65.38,1
936.2,1591.8,2.94,273.6,1403.55,0.04,64.78,1
931.6,1599.7,2.98,273.58,1399.61,0.01,64.47,1
