AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1432.9,2499.0,14.41,342.29,1317.38,-0.02,70.86,1
1448.0,2490.8,14.46,342.9,1317.97,0.02,68.42,1
1462.3,2488.8,14.37,343.47,1318.51,0.03,67.92,1
1471.6,2489.2,14.57,344.04,1319.02,0.03,67.75,1
1480.1,2487.7,14.23,344.62,1318.77,0.05,67.26,1
1488.4,2490.8,14.48,345.16,1318.25,0.05,70.17,1
1498.6,2497.2,14.41,345.72,1318.21,0.05,68.99,1
1507.0,2490.7,14.45,346.3,1317.12,0.04,68.46,1
1517.9,2486.1,14.49,346.83,1316.27,-0.05,66.88,1
1526.6,2479.1,14.41,347.4,1315.78,-0.04,66.66,1
1533.8,2487.8,14.35,347.92,1315.58,-0.04,65.73,1
1538.6,2482.9,14.36,348.45,1314.85,-0.04,65.42,1
1542.0,2490.9,14.36,348.86,1313.95,-0.03,66.79,1
1543.4,2491.9,14.4,349.49,1313.43,0.1,66.24,1
1543.2,2489.5,14.41,350.0,1313.19,-0.08,66.63,1
1544.4,2496.5,14.46,350.54,1312.86,0.02,66.98,1
1550.1,2503.8,14.56,351.56,1313.5,0.1,68.78,1
1555.3,2500.9,14.5,351.95,1313.9,0.1,69.59,1
1560.9,2500.1,14.43,352.44,1313.86,0.13,69.12,1
1568.4,2514.4,14.48,353.03,1313.48,0.16,71.75,1
1575.6,2513.3,14.38,353.55,1313.42,0.09,71.53,1
1580.6,2511.8,14.47,354.05,1314.19,0.07,71.81,1
1585.0,2521.1,14.55,354.43,1313.9,0.14,74.11,1
1591.1,2518.5,14.51,354.9,1314.16,0.11,74.01,1
1596.8,2518.8,14.49,355.37,1314.76,0.12,74.32,1
1602.0,2514.6,14.45,355.97,1315.46,0.04,75.97,1
1608.7,2522.5,14.39,356.34,1315.49,-0.01,76.22,1
1615.4,2526.5,14.44,356.8,1316.28,-0.12,77.31,1
1618.8,2530.9,14.31,357.26,1318.16,-0.15,78.55,1
1618.0,2537.8,14.45,357.77,1319.12,-0.12,79.2,1
