AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1596.3,2111.3,6.29,334.03,1403.46,-0.05,85.54,1
1594.3,2111.2,6.37,333.79,1403.49,0.01,85.01,1
1591.7,2104.9,6.36,333.56,1403.61,-0.11,84.24,1
1587.3,2103.1,6.4,333.32,1403.29,0.01,84.56,1
1582.5,2105.4,6.18,333.08,1402.31,-0.1,85.18,1
1576.7,2017.0,4.66,332.86,1402.35,0.02,86.35,1
1570.4,1922.9,4.08,332.65,1408.67,-0.05,85.56,1
1563.8,1868.5,3.62,332.42,1417.63,0.01,85.21,1
1556.1,1781.2,2.94,332.18,1426.61,-0.01,86.3,1
1547.2,1695.4,2.67,331.94,1432.06,-0.09,86.53,1
1535.7,1668.8,2.65,331.73,1432.55,-0.12,86.5,1
1521.2,1674.3,2.61,331.51,1430.74,-0.14,88.18,1
1504.0,1682.2,2.65,331.28,1428.76,0.02,88.79,1
1484.3,1692.6,2.61,331.0,1426.97,0.04,91.4,1
1458.5,1707.1,2.6,330.5,1427.13,0.14,91.26,1
1450.6,1715.2,2.66,330.25,1426.48,0.16,91.79,1
1446.7,1725.1,2.65,329.92,1426.83,0.08,93.74,1
1442.9,1710.0,2.62,329.6,1427.23,-0.05,91.37,1
1439.7,1688.5,2.62,329.2,1428.82,0.1,89.15,1
1438.1,1696.4,2.63,328.93,1428.66,-0.06,91.89,1
1437.6,1693.5,2.66,328.65,1428.43,0.1,89.76,1
1439.2,1695.8,2.64,328.31,1428.31,-0.07,90.96,1
1440.6,1690.3,2.65,327.84,1427.61,0.21,90.19,1
1447.9,1669.7,2.67,327.48,1425.31,0.07,85.58,1
1459.6,1501.0,2.2,326.69,1405.27,0.13,80.94,1
1463.7,1457.3,2.18,326.32,1386.82,0.06,78.19,1
1466.1,1429.1,2.14,325.93,1370.52,0.08,75.83,1
1467.6,1407.9,2.16,325.59,1356.55,0.06,72.47,1
1465.9,1396.9,2.18,325.16,1344.42,0.02,72.8,1
1461.4,1428.7,2.28,324.65,1334.24,0.03,73.97,1
