AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
3012.0,2531.8,8.3,294.39,1496.55,0.11,111.36,1
3023.1,2562.7,8.5,295.18,1497.36,0.18,117.29,1
3039.3,2580.3,8.49,295.78,1497.84,-0.01,117.57,1
3054.5,2578.4,8.48,296.43,1498.31,0.2,119.56,1
3067.3,2555.7,7.43,297.22,1499.03,0.18,120.95,1
3078.5,2487.4,6.67,297.82,1499.25,-0.25,119.27,1
3082.4,2443.1,6.44,298.57,1501.53,0.2,117.93,1
3086.0,2430.7,6.54,299.12,1503.85,-0.49,117.49,1
3082.1,2431.2,6.57,299.75,1506.23,-0.05,115.8,1
3077.8,2437.3,6.71,300.43,1507.9,-0.04,115.09,1
3070.8,2423.5,6.77,300.98,1508.73,-0.23,114.59,1
3060.2,2417.4,6.76,301.53,1508.96,-0.52,112.68,1
3044.0,2429.0,6.69,302.17,1508.16,-0.13,114.46,1
3027.4,2431.3,6.86,302.64,1508.28,0.13,115.69,1
3014.7,2452.7,7.07,303.13,1509.02,0.13,115.15,1
3002.8,2454.7,7.19,303.64,1508.74,0.16,114.32,1
2994.5,2448.5,7.08,304.24,1508.1,0.25,113.51,1
2988.4,2457.7,7.13,304.6,1506.74,0.03,114.18,1
2982.9,2451.5,7.14,305.04,1505.91,0.06,113.89,1
2981.7,2457.9,7.13,305.55,1505.79,0.06,114.83,1
2979.2,2449.9,7.0,305.97,1504.91,-0.08,112.77,1
2974.1,2441.7,7.1,306.26,1504.3,-0.07,112.2,1
2968.5,2446.6,7.1,306.61,1503.77,0.16,113.56,1
2967.9,2445.1,7.12,306.98,1502.51,-0.0,112.62,1
2968.0,2436.3,7.11,307.32,1501.46,-0.03,111.46,1
2965.7,2423.9,7.11,307.64,1501.26,0.07,110.31,1
2964.8,2428.3,7.16,307.93,1500.74,0.1,110.99,1
2964.7,2421.1,7.11,308.26,1500.31,0.03,110.31,1
2964.4,2406.4,7.09,308.55,1501.07,-0.15,107.71,1
2962.4,2404.2,7.07,308.8,1501.98,0.1,107.79,1
