AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
5933.5,2519.1,8.05,335.0,1440.97,0.02,102.68,1
5927.2,2519.5,8.15,335.09,1441.97,0.0,103.56,1
5921.2,2521.3,8.18,335.0,1441.95,-0.03,102.89,1
5914.6,2519.1,8.23,335.09,1442.4,0.04,102.67,1
5908.3,2522.5,8.14,335.0,1442.73,-0.02,103.23,1
5902.8,2521.0,8.14,335.09,1442.52,0.02,103.26,1
5897.6,2516.9,8.07,335.11,1441.93,0.05,103.11,1
5892.9,2528.8,8.19,335.13,1442.38,-0.03,104.23,1
5889.0,2525.3,8.22,335.01,1442.57,-0.01,102.97,1
5886.6,2528.4,8.22,334.98,1443.19,0.0,104.52,1
5884.5,2528.5,8.15,335.08,1444.1,0.01,104.37,1
5881.9,2536.3,8.13,335.11,1444.32,-0.12,105.11,1
5878.2,2534.7,8.21,335.11,1445.19,-0.04,106.64,1
5873.9,2547.9,8.23,335.11,1445.77,-0.07,106.67,1
5867.3,2547.5,8.23,335.11,1445.46,0.02,106.44,1
5858.6,2546.6,8.24,335.11,1445.75,-0.01,106.24,1
5849.9,2542.2,8.23,335.11,1446.31,-0.13,106.5,1
5840.6,2550.0,8.27,335.01,1446.21,0.06,106.81,1
5832.7,2554.9,8.27,335.09,1445.51,0.1,108.79,1
5826.6,2566.4,8.33,335.0,1444.43,-0.01,108.98,1
5821.1,2567.0,8.39,334.98,1443.41,0.12,109.52,1
5816.0,2579.0,8.35,334.97,1442.45,-0.01,109.74,1
5810.4,2571.6,8.34,334.97,1441.69,-0.05,109.04,1
5803.5,2566.4,8.38,334.97,1440.98,0.01,108.56,1
5795.3,2566.2,8.37,334.87,1440.69,0.04,108.63,1
5787.0,2569.2,8.39,334.97,1440.83,0.02,109.6,1
5779.5,2583.7,8.39,334.87,1441.17,0.0,110.77,1
5772.9,2586.0,8.42,334.84,1441.65,0.08,111.51,1
5767.2,2591.5,8.55,334.95,1441.97,-0.01,112.32,1
5763.6,2596.6,8.54,334.82,1441.12,0.0,112.11,1
