AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
5114.5,2513.4,10.82,371.32,1423.08,0.1,75.87,1
5124.4,2510.8,10.82,371.65,1423.64,0.01,75.61,1
5135.6,2508.2,10.89,371.98,1423.69,0.08,74.52,1
5148.3,2503.8,10.71,372.2,1423.05,-0.04,74.65,1
5161.1,2501.4,10.87,372.6,1423.01,-0.02,74.4,1
5173.8,2498.0,10.85,372.99,1422.84,-0.05,72.41,1
5184.0,2489.5,10.79,373.22,1421.28,-0.03,71.29,1
5195.8,2485.8,10.84,373.61,1419.4,-0.03,70.4,1
5206.9,2483.6,10.83,373.99,1418.41,-0.13,70.7,1
5214.3,2476.5,10.81,374.29,1417.34,-0.01,69.78,1
5221.4,2486.7,10.75,374.64,1415.67,-0.11,71.17,1
5229.1,2487.0,10.9,374.93,1414.8,0.01,70.89,1
5237.7,2484.2,10.85,375.26,1414.64,0.06,70.75,1
5246.9,2483.4,10.84,375.58,1414.55,0.07,71.17,1
5257.1,2480.8,10.87,375.91,1414.32,-0.17,70.19,1
5263.6,2484.8,10.83,376.22,1413.86,-0.02,71.23,1
5268.1,2478.4,10.61,376.53,1413.27,-0.01,71.83,1
5274.2,2490.0,10.75,376.82,1412.72,0.01,72.93,1
5277.6,2488.1,10.73,377.18,1412.54,-0.07,72.75,1
5280.7,2495.0,10.74,377.49,1413.75,0.08,72.91,1
5285.1,2490.6,10.8,377.84,1414.8,0.0,72.31,1
5289.4,2499.1,10.58,378.13,1415.73,0.11,73.54,1
5294.7,2499.7,10.75,378.45,1416.19,0.01,74.96,1
5302.9,2510.0,10.73,378.73,1417.89,0.03,76.47,1
5313.4,2509.4,10.63,379.03,1418.94,0.0,75.6,1
5323.5,2497.9,10.82,379.36,1420.02,-0.02,74.46,1
5332.7,2496.7,10.69,379.68,1420.71,-0.02,73.05,1
5341.3,2497.4,10.76,379.96,1420.51,-0.01,73.53,1
5352.0,2494.2,10.65,380.37,1420.4,-0.07,73.82,1
5361.1,2493.8,10.63,380.6,1420.61,0.04,72.88,1
