AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
3557.7,2495.7,7.96,338.36,1496.42,-0.02,104.62,1
3558.7,2486.9,7.91,338.34,1496.89,-0.04,103.14,1
3559.2,2484.0,8.01,338.33,1496.66,0.03,104.5,1
3559.7,2487.2,7.95,338.3,1496.62,-0.02,102.67,1
3559.3,2473.6,7.93,338.3,1497.01,-0.06,102.39,1
3558.4,2474.0,8.02,338.28,1496.32,0.02,102.1,1
3559.6,2478.7,7.98,338.29,1495.52,0.0,102.14,1
3561.8,2477.8,7.93,338.3,1494.89,-0.05,102.63,1
3563.0,2475.6,7.94,338.27,1493.88,-0.09,103.05,1
3562.3,2487.8,7.89,338.27,1493.92,0.04,103.72,1
3561.2,2485.3,7.97,338.23,1494.32,0.02,103.99,1
3559.5,2487.6,7.9,338.23,1494.14,-0.01,102.95,1
3557.5,2480.5,7.93,338.22,1494.04,-0.07,102.02,1
3556.5,2487.1,7.97,338.23,1493.49,0.02,103.91,1
3557.6,2484.9,7.92,338.22,1493.73,-0.01,104.33,1
3558.9,2490.1,7.97,338.24,1493.89,0.04,104.15,1
3561.1,2486.6,7.96,338.22,1494.32,-0.03,102.96,1
3564.0,2481.6,8.03,338.22,1494.93,-0.02,103.13,1
3567.5,2480.4,7.92,338.22,1495.79,0.04,103.64,1
3571.6,2477.8,7.94,338.22,1495.99,0.07,101.91,1
3576.2,2491.2,7.89,338.22,1496.06,-0.13,103.42,1
3579.2,2486.0,8.02,338.22,1496.12,-0.09,103.96,1
3581.0,2486.9,7.88,338.22,1496.76,0.05,105.15,1
3583.0,2488.9,7.99,338.22,1498.05,0.02,103.69,1
3584.7,2489.5,7.93,338.21,1498.85,-0.0,103.85,1
3585.3,2484.3,7.9,338.3,1499.51,-0.08,104.18,1
3584.8,2482.0,7.69,338.24,1499.95,0.0,104.71,1
3584.0,2464.7,7.5,338.3,1499.2,0.02,105.11,1
3582.8,2456.7,7.41,338.22,1499.2,0.04,104.89,1
3581.9,2457.1,7.25,338.2,1500.42,-0.12,104.5,1
