AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
2841.9,2502.3,8.7,277.17,1474.01,0.07,99.37,1
2846.8,2515.9,8.67,277.82,1474.21,-0.22,103.09,1
2848.5,2496.6,8.45,278.44,1475.31,-0.11,99.53,1
2851.4,2493.3,8.39,278.98,1475.51,-0.04,101.98,1
2852.5,2483.6,8.31,279.68,1474.74,-0.04,100.86,1
2854.3,2473.2,8.2,280.27,1472.96,-0.12,99.15,1
2853.2,2471.4,8.24,280.99,1472.06,-0.01,100.45,1
2854.9,2478.2,8.24,281.54,1471.2,0.1,101.44,1
2855.4,2467.1,8.16,282.18,1470.69,0.03,99.12,1
2855.5,2467.6,8.15,282.83,1470.56,0.05,100.32,1
2856.0,2483.8,8.22,283.57,1470.36,0.12,102.25,1
2862.3,2508.0,8.39,284.13,1471.46,0.1,106.81,1
2871.9,2520.8,8.27,284.71,1472.76,0.1,107.48,1
2881.2,2496.1,8.13,285.36,1472.99,-0.37,104.42,1
2886.5,2477.3,7.98,286.1,1473.95,-0.4,102.78,1
2885.2,2405.4,6.85,286.65,1475.2,-0.01,103.38,1
2883.3,2361.0,6.49,287.22,1477.16,-0.13,101.53,1
2880.9,2335.5,6.17,287.94,1478.45,0.06,104.96,1
2878.5,2308.0,5.89,288.45,1479.51,0.01,104.11,1
2877.1,2289.4,5.85,289.0,1479.89,0.37,103.17,1
2879.7,2276.6,5.89,289.59,1479.79,0.0,101.98,1
2884.2,2294.7,5.82,290.16,1479.91,-0.29,106.38,1
2887.7,2285.8,5.81,290.72,1480.14,-0.24,103.99,1
2888.1,2264.6,5.39,291.25,1479.44,-0.02,104.94,1
2887.8,2230.0,5.13,291.77,1479.16,0.02,105.46,1
2883.0,2230.9,5.05,292.26,1478.39,0.11,107.25,1
2879.5,2233.4,5.04,292.76,1477.35,-0.27,106.66,1
2872.8,2207.7,4.49,293.22,1477.71,-0.12,109.33,1
2863.3,2160.2,4.22,293.66,1479.81,-0.11,109.21,1
2852.7,2149.9,4.1,294.08,1481.03,-0.07,109.14,1
