AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1040.2,2527.9,14.74,312.44,1309.4,0.03,75.48,1
1052.0,2534.8,14.7,313.23,1310.93,0.03,75.55,1
1066.8,2532.9,14.88,313.89,1312.42,0.06,76.32,1
1083.5,2533.4,14.92,314.59,1314.06,-0.1,75.0,1
1097.3,2529.1,14.75,315.26,1315.11,0.04,73.97,1
1112.5,2533.5,14.85,315.93,1315.97,0.02,76.07,1
1128.8,2533.9,14.87,316.65,1316.57,-0.05,77.87,1
1145.3,2536.0,14.89,317.36,1317.14,0.05,77.53,1
1161.1,2546.0,14.83,318.05,1317.04,-0.0,77.12,1
1176.2,2541.2,14.75,318.76,1316.91,-0.17,77.13,1
1188.7,2540.5,14.82,319.48,1316.71,-0.14,77.02,1
1199.7,2538.5,14.77,320.2,1317.67,-0.02,77.48,1
1209.9,2540.4,14.89,320.94,1318.31,-0.08,77.5,1
1218.3,2538.2,14.81,321.67,1318.2,0.01,76.69,1
1231.5,2537.5,14.74,322.37,1318.34,0.02,77.15,1
1245.1,2534.8,14.72,323.04,1318.23,0.09,76.62,1
1259.3,2525.0,14.81,323.88,1319.15,0.13,75.81,1
1275.3,2524.5,14.65,324.59,1319.14,0.14,75.43,1
1289.8,2530.6,14.71,325.33,1318.29,-0.03,74.28,1
1301.7,2512.8,14.74,326.07,1317.72,0.07,73.58,1
1309.2,2509.0,14.68,326.79,1317.63,0.09,71.24,1
1316.8,2508.8,14.63,327.44,1316.82,0.23,72.68,1
1324.4,2512.8,14.86,328.27,1316.65,0.19,75.33,1
1332.4,2524.5,14.75,329.01,1316.57,-0.0,76.3,1
1338.8,2515.1,14.91,329.73,1316.59,0.07,74.99,1
1343.4,2513.9,14.76,330.41,1316.29,-0.05,75.78,1
1348.2,2513.2,14.77,331.17,1315.63,-0.03,75.84,1
1351.2,2524.8,14.74,331.89,1315.64,-0.04,75.66,1
1356.4,2535.4,14.72,333.33,1317.32,0.07,78.44,1
1362.0,2531.3,14.64,334.02,1318.39,0.0,78.44,1
