Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
45.864975,-95.3906403,1425.7,30.0,20.8,0.0,1.04,2.88,0.51,0.01,0.0,48.1,268.2,28.1,28.0,4.5,0.6,24.0,24.0,2.05,121.38,62.01,1086.6,92.21,97.03,825.73,974.46,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906403,1425.7,30.0,20.8,0.0,-7.36,2.88,0.51,-0.02,0.02,48.1,268.2,28.1,28.0,4.6,0.6,24.0,24.0,2.1,121.4,61.97,1082.7,92.35,97.18,829.63,975.98,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906479,1424.7,30.0,20.8,0.0,-25.34,2.88,0.45,-0.01,-0.01,48.1,268.2,28.1,28.0,4.4,0.6,24.0,24.0,2.03,121.45,62.01,1084.7,92.7,97.66,846.97,980.65,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906479,1419.7,30.0,20.8,0.0,-127.89,2.91,0.53,-0.01,0.01,48.2,268.2,28.1,28.0,4.3,0.6,24.0,24.0,2.05,121.49,61.91,1079.8,93.16,98.13,863.73,984.33,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906479,1419.7,30.0,20.8,0.0,-119.92,2.88,0.55,-0.01,-0.0,48.3,268.2,28.1,28.0,4.2,0.6,24.0,24.0,2.05,121.54,62.07,1088.1,93.7,98.77,881.61,987.92,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906479,1422.7,30.0,20.8,0.0,-31.98,2.78,0.42,-0.0,-0.01,48.2,268.2,28.1,28.1,4.2,0.6,24.0,24.0,2.1,121.58,62.22,1095.6,94.01,99.23,896.48,990.86,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906479,1424.7,30.0,21.0,0.0,54.67,2.76,0.45,-0.02,-0.02,48.2,268.2,28.1,28.1,4.2,0.6,24.0,24.0,2.02,121.61,62.24,1098.5,94.54,99.9,902.99,995.04,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906479,1423.7,30.0,21.0,0.0,39.48,2.76,0.45,-0.01,-0.0,48.3,268.2,28.1,28.0,4.1,0.5,24.0,24.0,2.04,121.65,62.25,1100.6,95.01,100.51,910.97,998.85,0.0,315.9,110.5,112.8,126.1,118.375,1.9,0.0,3704.0,85.0
45.864975,-95.3906403,1424.7,30.0,21.0,0.0,32.3,2.71,0.36,0.0,0.0,48.3,268.2,28.1,28.0,4.0,0.5,24.0,24.0,2.04,121.68,62.29,1102.5,95.45,101.07,921.41,1001.97,0.0,315.9,110.5,112.8,126.1,118.375,1.9,-7.9,3704.0,85.0
45.8649712,-95.3906403,1424.7,30.0,21.0,0.0,32.01,2.72,0.41,-0.01,0.01,48.3,268.2,28.1,28.0,3.9,0.5,24.0,24.0,2.04,121.71,62.37,1105.6,95.89,101.67,929.88,1004.91,0.0,315.9,110.5,112.8,126.1,118.375,1.9,-7.9,3704.0,85.0
