timestamp,value
2014-04-01 04:10:00,21.0526975424
2014-04-01 04:15:00,20.9873924852
2014-04-01 04:20:00,20.0388908223
2014-04-01 04:25:00,21.6116758929
2014-04-01 04:30:00,21.633784822800003
2014-04-01 04:35:00,20.0956467068
2014-04-01 04:40:00,20.4319529248
2014-04-01 04:45:00,21.9860882877
2014-04-01 04:50:00,19.1952809392
2014-04-01 04:55:00,19.2984689692
2014-04-01 05:00:00,18.7310956107
2014-04-01 05:05:00,21.5834677566
2014-04-01 05:10:00,20.9779535598
2014-04-01 05:15:00,18.4225713955
2014-04-01 05:20:00,21.9270694048
2014-04-01 05:25:00,20.9238468326
2014-04-01 05:30:00,21.4020884384
2014-04-01 05:35:00,18.1926031567
2014-04-01 05:40:00,20.0198436758
2014-04-01 05:45:00,20.7943931469
2014-04-01 05:50:00,20.1717863383
2014-04-01 05:55:00,20.6665898628
2014-04-01 06:00:00,21.2714962544
2014-04-01 06:05:00,19.4973482518
2014-04-01 06:10:00,21.3946747025
2014-04-01 06:15:00,18.6516644191
2014-04-01 06:20:00,19.0835442201
2014-04-01 06:25:00,18.1733824797
2014-04-01 06:30:00,19.4577072453
2014-04-01 06:35:00,19.5196381793
