timestamp,value
2014-04-10 19:25:00,22.4442506621
2014-04-10 19:30:00,23.0214221434
2014-04-10 19:35:00,22.741862265500004
2014-04-10 19:40:00,22.329485499
2014-04-10 19:45:00,23.9498966433
2014-04-10 19:50:00,23.0474713435
2014-04-10 19:55:00,23.7498776437
2014-04-10 20:00:00,21.6529464245
2014-04-10 20:05:00,19.2145207475
2014-04-10 20:10:00,21.0950695761
2014-04-10 20:15:00,19.2497580556
2014-04-10 20:20:00,20.821280429
2014-04-10 20:25:00,21.206772213
2014-04-10 20:30:00,22.516674583
2014-04-10 20:35:00,18.5570997198
2014-04-10 20:40:00,18.8057286206
2014-04-10 20:45:00,18.7475011234
2014-04-10 20:50:00,20.0636875878
2014-04-10 20:55:00,21.7972256671
2014-04-10 21:00:00,21.4788311602
2014-04-10 21:05:00,21.0484683396
2014-04-10 21:10:00,21.6911329765
2014-04-10 21:15:00,19.3840386402
2014-04-10 21:20:00,18.4407111011
2014-04-10 21:25:00,18.3201286053
2014-04-10 21:30:00,21.5112917741
2014-04-10 21:35:00,21.0221695028
2014-04-10 21:40:00,20.8942745868
2014-04-10 21:45:00,19.4516270923
2014-04-10 21:50:00,19.6133148861
