timestamp,value
2014-04-05 22:45:00,20.6456824117
2014-04-05 22:50:00,19.8838343091
2014-04-05 22:55:00,21.878820586
2014-04-05 23:00:00,21.5202589819
2014-04-05 23:05:00,20.5816728947
2014-04-05 23:10:00,19.4909455321
2014-04-05 23:15:00,20.476019753800003
2014-04-05 23:20:00,20.3056616428
2014-04-05 23:25:00,19.5807267273
2014-04-05 23:30:00,19.2303874105
2014-04-05 23:35:00,19.631811751300003
2014-04-05 23:40:00,20.2995423861
2014-04-05 23:45:00,19.7163241845
2014-04-05 23:50:00,19.0579563761
2014-04-05 23:55:00,21.0478936888
2014-04-06 00:00:00,20.1258699838
2014-04-06 00:05:00,18.2707006529
2014-04-06 00:10:00,19.4732660225
2014-04-06 00:15:00,21.5396538288
2014-04-06 00:20:00,21.0209461248
2014-04-06 00:25:00,19.2929871358
2014-04-06 00:30:00,21.7527326082
2014-04-06 00:35:00,18.3064116334
2014-04-06 00:40:00,21.8449388156
2014-04-06 00:45:00,18.9828203699
2014-04-06 00:50:00,18.0363767212
2014-04-06 00:55:00,19.7352321461
2014-04-06 01:00:00,19.4358817187
2014-04-06 01:05:00,20.1563560208
2014-04-06 01:10:00,21.1870914423
