timestamp,value
2014-04-04 05:05:00,19.6246880516
2014-04-04 05:10:00,20.4247092231
2014-04-04 05:15:00,19.7553912388
2014-04-04 05:20:00,21.7363073971
2014-04-04 05:25:00,20.1389588617
2014-04-04 05:30:00,20.7749042458
2014-04-04 05:35:00,21.5859410906
2014-04-04 05:40:00,18.5874875033
2014-04-04 05:45:00,18.9189386165
2014-04-04 05:50:00,18.4292746419
2014-04-04 05:55:00,18.5585535969
2014-04-04 06:00:00,20.0503358677
2014-04-04 06:05:00,19.2847170359
2014-04-04 06:10:00,19.6926913581
2014-04-04 06:15:00,21.9299593272
2014-04-04 06:20:00,18.6268173912
2014-04-04 06:25:00,20.1632482832
2014-04-04 06:30:00,18.3954846202
2014-04-04 06:35:00,19.2739852531
2014-04-04 06:40:00,20.1101036947
2014-04-04 06:45:00,21.7865269839
2014-04-04 06:50:00,19.5649128851
2014-04-04 06:55:00,18.2596267849
2014-04-04 07:00:00,19.5526457918
2014-04-04 07:05:00,18.5829647035
2014-04-04 07:10:00,18.9199584532
2014-04-04 07:15:00,20.4723624927
2014-04-04 07:20:00,18.2696954648
2014-04-04 07:25:00,19.858895025
2014-04-04 07:30:00,20.437846344
