timestamp,value
2014-04-05 04:00:00,20.9379696024
2014-04-05 04:05:00,21.4598742377
2014-04-05 04:10:00,20.1453985116
2014-04-05 04:15:00,19.1561989318
2014-04-05 04:20:00,19.405262181
2014-04-05 04:25:00,19.3715573184
2014-04-05 04:30:00,19.3067124152
2014-04-05 04:35:00,18.9716386873
2014-04-05 04:40:00,20.4354683785
2014-04-05 04:45:00,21.6016212743
2014-04-05 04:50:00,19.2283296523
2014-04-05 04:55:00,18.7467771898
2014-04-05 05:00:00,21.3543106655
2014-04-05 05:05:00,20.9671333236
2014-04-05 05:10:00,21.7233481262
2014-04-05 05:15:00,18.6620789424
2014-04-05 05:20:00,18.5770052565
2014-04-05 05:25:00,20.1657175772
2014-04-05 05:30:00,20.4577346193
2014-04-05 05:35:00,19.9206937674
2014-04-05 05:40:00,20.3958665453
2014-04-05 05:45:00,18.7215190755
2014-04-05 05:50:00,19.9184550167
2014-04-05 05:55:00,20.6323702438
2014-04-05 06:00:00,19.730825797
2014-04-05 06:05:00,20.7177893433
2014-04-05 06:10:00,19.8047651222
2014-04-05 06:15:00,19.3343983234
2014-04-05 06:20:00,19.2144201883
2014-04-05 06:25:00,19.643608236
