timestamp,value
2014-04-04 23:50:00,19.7961645832
2014-04-04 23:55:00,21.897431815700003
2014-04-05 00:00:00,21.9615367108
2014-04-05 00:05:00,20.6007125038
2014-04-05 00:10:00,18.5084771674
2014-04-05 00:15:00,20.0246803426
2014-04-05 00:20:00,20.1166524038
2014-04-05 00:25:00,20.0577857125
2014-04-05 00:30:00,20.2779673541
2014-04-05 00:35:00,18.0748988552
2014-04-05 00:40:00,20.8449091259
2014-04-05 00:45:00,20.8495772078
2014-04-05 00:50:00,18.4618791007
2014-04-05 00:55:00,20.2809577698
2014-04-05 01:00:00,20.2734447297
2014-04-05 01:05:00,20.7298016808
2014-04-05 01:10:00,18.3415907685
2014-04-05 01:15:00,20.5060132291
2014-04-05 01:20:00,19.123007803
2014-04-05 01:25:00,20.028011962
2014-04-05 01:30:00,21.0932942108
2014-04-05 01:35:00,20.8225837455
2014-04-05 01:40:00,18.4756120707
2014-04-05 01:45:00,20.3647391485
2014-04-05 01:50:00,21.8764661238
2014-04-05 01:55:00,18.6270777493
2014-04-05 02:00:00,21.4116283509
2014-04-05 02:05:00,20.8101923222
2014-04-05 02:10:00,21.0960132516
2014-04-05 02:15:00,19.1278333086
