timestamp,value
2014-04-06 23:45:00,19.2024774916
2014-04-06 23:50:00,18.669034662
2014-04-06 23:55:00,18.5944635634
2014-04-07 00:00:00,19.2596381901
2014-04-07 00:05:00,20.3707122637
2014-04-07 00:10:00,19.4336089548
2014-04-07 00:15:00,18.0826474064
2014-04-07 00:20:00,18.3876337387
2014-04-07 00:25:00,19.1620129888
2014-04-07 00:30:00,20.6388179286
2014-04-07 00:35:00,18.3940602939
2014-04-07 00:40:00,20.242627414
2014-04-07 00:45:00,18.4795434833
2014-04-07 00:50:00,18.8464613094
2014-04-07 00:55:00,18.6887541102
2014-04-07 01:00:00,18.2689145423
2014-04-07 01:05:00,20.6853192695
2014-04-07 01:10:00,19.8536141895
2014-04-07 01:15:00,21.3242137636
2014-04-07 01:20:00,18.3955633599
2014-04-07 01:25:00,18.578931733399997
2014-04-07 01:30:00,19.2258309254
2014-04-07 01:35:00,21.0634639478
2014-04-07 01:40:00,19.2230352926
2014-04-07 01:45:00,19.63367483
2014-04-07 01:50:00,19.2064142652
2014-04-07 01:55:00,18.3208971672
2014-04-07 02:00:00,21.757734491599997
2014-04-07 02:05:00,20.1941559683
2014-04-07 02:10:00,21.1513327527
