timestamp,value
2014-04-02 01:00:00,20.7468666384
2014-04-02 01:05:00,21.6234422552
2014-04-02 01:10:00,19.4917285299
2014-04-02 01:15:00,20.3396460011
2014-04-02 01:20:00,18.048750204
2014-04-02 01:25:00,19.3283009687
2014-04-02 01:30:00,18.2489749046
2014-04-02 01:35:00,20.087491891099997
2014-04-02 01:40:00,21.269790602
2014-04-02 01:45:00,18.8257707685
2014-04-02 01:50:00,20.1097641822
2014-04-02 01:55:00,18.816034545999997
2014-04-02 02:00:00,18.4827538714
2014-04-02 02:05:00,20.0439871677
2014-04-02 02:10:00,18.3165944838
2014-04-02 02:15:00,20.3494185246
2014-04-02 02:20:00,18.1253498427
2014-04-02 02:25:00,18.4268598875
2014-04-02 02:30:00,20.1999899419
2014-04-02 02:35:00,20.365629651600003
2014-04-02 02:40:00,18.1159477204
2014-04-02 02:45:00,20.293507152
2014-04-02 02:50:00,21.3540101013
2014-04-02 02:55:00,20.8892647092
2014-04-02 03:00:00,18.5247404157
2014-04-02 03:05:00,20.3698985903
2014-04-02 03:10:00,20.6890100003
2014-04-02 03:15:00,18.148924807
2014-04-02 03:20:00,21.4213906747
2014-04-02 03:25:00,21.6250695892
