timestamp,value
2014-04-13 01:35:00,19.703268586
2014-04-13 01:40:00,21.1590619512
2014-04-13 01:45:00,18.9465741915
2014-04-13 01:50:00,21.7952033187
2014-04-13 01:55:00,20.298312986099997
2014-04-13 02:00:00,21.0372942743
2014-04-13 02:05:00,18.358062799200003
2014-04-13 02:10:00,19.9706569033
2014-04-13 02:15:00,21.6041539909
2014-04-13 02:20:00,21.5081545162
2014-04-13 02:25:00,18.1872558289
2014-04-13 02:30:00,19.2147938765
2014-04-13 02:35:00,19.7732800259
2014-04-13 02:40:00,18.6890592574
2014-04-13 02:45:00,20.919993244
2014-04-13 02:50:00,18.7380479824
2014-04-13 02:55:00,19.3865587775
2014-04-13 03:00:00,20.6531225474
2014-04-13 03:05:00,19.9283573781
2014-04-13 03:10:00,20.9542841545
2014-04-13 03:15:00,21.8448316049
2014-04-13 03:20:00,18.4661867509
2014-04-13 03:25:00,20.8382708656
2014-04-13 03:30:00,18.9213766225
2014-04-13 03:35:00,19.6579069096
2014-04-13 03:40:00,18.1314509032
2014-04-13 03:45:00,18.5436295292
2014-04-13 03:50:00,19.2791091562
2014-04-13 03:55:00,19.367943221199997
2014-04-13 04:00:00,21.5983408658
