timestamp,value
2014-04-03 14:30:00,78.2212165553
2014-04-03 14:35:00,84.0218955689
2014-04-03 14:40:00,78.1845702981
2014-04-03 14:45:00,86.37516306639999
2014-04-03 14:50:00,74.83196602609999
2014-04-03 14:55:00,76.6738782646
2014-04-03 15:00:00,80.8206247977
2014-04-03 15:05:00,77.1066363434
2014-04-03 15:10:00,78.7870395619
2014-04-03 15:15:00,79.8779961943
2014-04-03 15:20:00,85.7008308451
2014-04-03 15:25:00,80.3703044954
2014-04-03 15:30:00,77.798610704
2014-04-03 15:35:00,75.96304937229999
2014-04-03 15:40:00,78.538061688
2014-04-03 15:45:00,80.2510072536
2014-04-03 15:50:00,83.937031912
2014-04-03 15:55:00,73.9360706257
2014-04-03 16:00:00,75.545601964
2014-04-03 16:05:00,78.0743143509
2014-04-03 16:10:00,77.76622517050001
2014-04-03 16:15:00,78.2678191272
2014-04-03 16:20:00,84.6961776173
2014-04-03 16:25:00,77.18632224939999
2014-04-03 16:30:00,80.0302172281
2014-04-03 16:35:00,81.98235511930001
2014-04-03 16:40:00,75.7147114304
2014-04-03 16:45:00,83.498965876
2014-04-03 16:50:00,80.7536260686
2014-04-03 16:55:00,79.1483466434
