file,label,score
window_0.csv,0,-0.009113157852574272
window_1.csv,0,-0.012217221982511628
window_2.csv,0,-0.013636145569616787
window_3.csv,0,-0.009616868187126482
window_4.csv,0,-0.08187351961591993
window_5.csv,0,-0.08686238436321059
window_6.csv,0,-0.029036882883601844
window_7.csv,0,-0.00913964170434145
window_8.csv,0,-0.10041095075656736
window_9.csv,0,-0.2327791551773135
window_10.csv,0,-0.01863966376068804
window_11.csv,0,-0.011833951467765669
window_12.csv,0,-0.0012377528202560661
window_13.csv,0,-0.013740795673280015
window_14.csv,0,-0.007969337424861056
window_15.csv,0,-0.1234954847351708
window_16.csv,0,-0.30833561046126245
window_17.csv,0,-0.03468131346385084
window_18.csv,0,-0.030156946791016104
window_19.csv,0,-0.17958506652275252
window_20.csv,0,-0.005264602980650679
window_21.csv,0,-0.06424523875733401
window_22.csv,0,-0.010922026825081144
window_23.csv,0,-0.012216637420728205
window_24.csv,0,-0.011703333002268224
window_25.csv,0,-0.01663890417749414
window_26.csv,0,-0.011299219376105007
window_27.csv,0,-0.08648666277021944
window_28.csv,0,-0.07526377940640483
window_29.csv,0,-0.036064650047641145
window_30.csv,0,-0.0004873570002201788
window_31.csv,0,-0.1254644811832919
window_32.csv,0,-0.22837744586749764
window_33.csv,0,-0.008793081209802711
window_34.csv,0,-0.012090034230170854
window_35.csv,0,-0.011736414642753434
window_36.csv,0,-0.010381729669754147
window_37.csv,0,-0.0074115001930539215
window_38.csv,0,-0.10449237579518522
window_39.csv,0,-0.3069250457251642
window_40.csv,0,-0.0029596651682277653
window_41.csv,0,0.007176837634730759
window_42.csv,0,-0.0313812953038477
window_43.csv,0,-0.05938850468800361
window_44.csv,0,-0.049489951132384746
window_45.csv,0,-0.012731407025670993
window_46.csv,0,-0.011649311831650522
window_47.csv,0,-0.009921194743199191
window_48.csv,0,-0.0055473586169210165
window_49.csv,0,-0.006729216439269603
window_50.csv,0,-0.08719128922404051
window_51.csv,0,-0.07322564361533468
window_52.csv,0,-0.06218222487496927
window_53.csv,0,-0.03498249906829365
window_54.csv,0,-0.26242912575110644
window_55.csv,0,-0.23481716432232602
window_56.csv,0,-0.018735215111681747
window_57.csv,0,-0.008997108426779477
window_58.csv,0,0.004005576711458847
window_59.csv,0,-0.0136528633641535
window_60.csv,0,-0.015306648922192245
window_61.csv,0,-0.08498846219655887
window_62.csv,0,-0.25240862815928766
window_63.csv,0,-0.06984924105999246
window_64.csv,0,-0.014536753484101883
window_65.csv,0,-0.033637862470208724
window_66.csv,0,0.04852244119948468
window_67.csv,0,-0.06372923202270808
window_68.csv,0,0.0023390346524734262
window_69.csv,0,-0.00018442047500588643
window_70.csv,0,-0.010189382858776241
window_71.csv,0,-0.011128286341525406
window_72.csv,0,-0.011704745955023466
window_73.csv,0,-0.16127678400815304
window_74.csv,0,-0.06528800798594547
window_75.csv,0,-0.0301552569599699
window_76.csv,0,-0.02875580351655227
window_77.csv,0,-0.23826173587231514
window_78.csv,0,-0.24653617789514293
window_79.csv,0,-0.015544452649639329
window_80.csv,0,-0.007753687758397465
window_81.csv,0,-0.01377878687615608
window_82.csv,0,-0.000997360529322311
window_83.csv,0,-0.005510452788958897
window_84.csv,0,-0.10451759369135871
window_85.csv,0,-0.25083130296378764
window_86.csv,0,-0.00018444002528106296
window_87.csv,0,-0.01569315684650885
window_88.csv,0,-0.030060485051852215
window_89.csv,0,-0.0015881412474345602
window_90.csv,0,-0.06524118930670442
window_91.csv,0,-0.017066821572182533
window_92.csv,0,-0.010302791537314171
window_93.csv,0,-0.01231002116375235
window_94.csv,0,-0.00833745335436209
window_95.csv,0,-0.011055064067047926
window_96.csv,0,-0.0687037292838677
window_97.csv,0,-0.09216438124543336
window_98.csv,0,-0.060139231807209814
window_99.csv,0,-0.06393628526610318
window_100.csv,0,-0.2556331120113038
window_101.csv,0,-0.25241550432809534
window_102.csv,0,-0.014592872337462204
window_103.csv,0,-0.00827944941128056
window_104.csv,0,-0.01061161574989855
window_105.csv,0,-0.009284532964542791
window_106.csv,0,-0.01302201251901236
window_107.csv,0,-0.10684526044086562
window_108.csv,0,-0.2955770763736201
window_109.csv,0,-0.045530123037535564
window_110.csv,0,-0.017353240645303636
window_111.csv,1,0.04095143257019496
window_112.csv,1,-0.028903226824917194
window_113.csv,1,-0.06148528655077001
window_114.csv,1,-0.012350422818754314
window_115.csv,1,-0.010690583095240846
window_116.csv,1,-0.00504395884945108
window_117.csv,1,-0.0019070829305323223
window_118.csv,1,-0.010577825903383964
window_119.csv,1,2.813276175082024
window_120.csv,1,3.1023998171230667
window_121.csv,1,3.1152902643688787
