file,label,score,nearest_dist,viol_count_total,viol_sev_total
window_0.csv,0,0.021884931156127517,0.021884931156127517,0.0,0.0
window_1.csv,0,0.008942625228333998,0.008942625228333998,0.0,0.0
window_2.csv,0,0.005404916572875057,0.005404916572875057,0.0,0.0
window_3.csv,0,0.018054587935143772,0.018054587935143772,0.0,0.0
window_4.csv,0,0.4873422541531285,0.4873422541531285,0.0,0.0
window_5.csv,0,0.044282745022324294,0.044282745022324294,0.0,0.0
window_6.csv,0,0.09585916589666246,0.09585916589666246,0.0,0.0
window_7.csv,0,0.1085657288917065,0.1085657288917065,0.0,0.0
window_8.csv,0,0.5154619559774727,0.5154619559774727,0.0,0.0
window_9.csv,0,0.09111105635447174,0.09111105635447174,0.0,0.0
window_10.csv,0,0.026239831207128347,0.026239831207128347,0.0,0.0
window_11.csv,0,0.01891038930681363,0.01891038930681363,0.0,0.0
window_12.csv,0,0.02226667445447717,0.02226667445447717,0.0,0.0
window_13.csv,0,0.01084791721253572,0.01084791721253572,0.0,0.0
window_14.csv,0,0.023865128099716,0.023865128099716,0.0,0.0
window_15.csv,0,0.571168650888015,0.571168650888015,0.0,0.0
window_16.csv,0,0.4564938339947685,0.4564938339947685,0.0,0.0
window_17.csv,0,0.07443615324104651,0.07443615324104651,0.0,0.0
window_18.csv,0,0.07277840302076967,0.07277840302076967,0.0,0.0
window_19.csv,0,3.201634789441435,1.6254667420710551,2.0,4.304673765649566
window_20.csv,0,0.7501210772990062,0.7501210772990062,0.0,0.0
window_21.csv,0,0.08427285339384963,0.08427285339384963,0.0,0.0
window_22.csv,0,0.011293844069241742,0.011293844069241742,0.0,0.0
window_23.csv,0,0.013860206635905621,0.013860206635905621,0.0,0.0
window_24.csv,0,0.019841948749675802,0.019841948749675802,0.0,0.0
window_25.csv,0,0.04372454537131088,0.04372454537131088,0.0,0.0
window_26.csv,0,0.01936704716768146,0.01936704716768146,0.0,0.0
window_27.csv,0,0.42939482038501375,0.42939482038501375,0.0,0.0
window_28.csv,0,0.008165854059937177,0.008165854059937177,0.0,0.0
window_29.csv,0,0.0614728955749824,0.0614728955749824,0.0,0.0
window_30.csv,0,0.23566745108047243,0.23566745108047243,0.0,0.0
window_31.csv,0,0.5749297340969178,0.5749297340969178,0.0,0.0
window_32.csv,0,0.04363878404159002,0.04363878404159002,0.0,0.0
window_33.csv,0,0.01256902491352229,0.01256902491352229,0.0,0.0
window_34.csv,0,0.007715546076641976,0.007715546076641976,0.0,0.0
window_35.csv,0,0.006831821048487896,0.006831821048487896,0.0,0.0
window_36.csv,0,0.020054709474665332,0.020054709474665332,0.0,0.0
window_37.csv,0,0.019288439323905202,0.019288439323905202,0.0,0.0
window_38.csv,0,0.6094325795626314,0.6094325795626314,0.0,0.0
window_39.csv,0,0.4835798277414489,0.4835798277414489,0.0,0.0
window_40.csv,0,0.14848342266980596,0.14848342266980596,0.0,0.0
window_41.csv,0,0.14287359168227026,0.14287359168227026,0.0,0.0
window_42.csv,0,0.07551229030649355,0.07551229030649355,0.0,0.0
window_43.csv,0,0.5299012577264247,0.5299012577264247,0.0,0.0
window_44.csv,0,0.05497085983012008,0.05497085983012008,0.0,0.0
window_45.csv,0,0.020978027140345232,0.020978027140345232,0.0,0.0
window_46.csv,0,0.009027474414254904,0.009027474414254904,0.0,0.0
window_47.csv,0,0.012185551585295013,0.012185551585295013,0.0,0.0
window_48.csv,0,0.03768638797730156,0.03768638797730156,0.0,0.0
window_49.csv,0,0.024610703090211218,0.024610703090211218,0.0,0.0
window_50.csv,0,0.35705670836328635,0.35705670836328635,0.0,0.0
window_51.csv,0,0.042380993929298234,0.042380993929298234,0.0,0.0
window_52.csv,0,0.10754222178512039,0.10754222178512039,0.0,0.0
window_53.csv,0,0.07087680793843151,0.07087680793843151,0.0,0.0
window_54.csv,0,0.6338781709214598,0.6338781709214598,0.0,0.0
window_55.csv,0,0.014998395223161131,0.014998395223161131,0.0,0.0
window_56.csv,0,0.008401906775862493,0.008401906775862493,0.0,0.0
window_57.csv,0,0.015026075561240922,0.015026075561240922,0.0,0.0
window_58.csv,0,0.030260136540080952,0.030260136540080952,0.0,0.0
window_59.csv,0,0.015436071169282022,0.015436071169282022,0.0,0.0
window_60.csv,0,0.030025250469929803,0.030025250469929803,0.0,0.0
window_61.csv,0,0.665695860548078,0.665695860548078,0.0,0.0
window_62.csv,0,0.3387408034885888,0.3387408034885888,0.0,0.0
window_63.csv,0,0.14267810693885966,0.14267810693885966,0.0,0.0
window_64.csv,0,0.09673336741863481,0.09673336741863481,0.0,0.0
window_65.csv,0,0.10627523650437067,0.10627523650437067,0.0,0.0
window_66.csv,0,0.37090266427903984,0.37090266427903984,0.0,0.0
window_67.csv,0,0.07699912982498779,0.07699912982498779,0.0,0.0
window_68.csv,0,0.027554586164470797,0.027554586164470797,0.0,0.0
window_69.csv,0,0.032354893495362615,0.032354893495362615,0.0,0.0
window_70.csv,0,0.0128709415273133,0.0128709415273133,0.0,0.0
window_71.csv,0,0.0072344735074189375,0.0072344735074189375,0.0,0.0
window_72.csv,0,0.008585211273913108,0.008585211273913108,0.0,0.0
window_73.csv,0,0.3067204303619538,0.3067204303619538,0.0,0.0
window_74.csv,0,0.01917582906446763,0.01917582906446763,0.0,0.0
window_75.csv,0,0.09437104724121455,0.09437104724121455,0.0,0.0
window_76.csv,0,0.07801160654019577,0.07801160654019577,0.0,0.0
window_77.csv,0,0.6844076871970055,0.6844076871970055,0.0,0.0
window_78.csv,0,0.028386301867725484,0.028386301867725484,0.0,0.0
window_79.csv,0,0.012689504672839164,0.012689504672839164,0.0,0.0
window_80.csv,0,0.012392541442615864,0.012392541442615864,0.0,0.0
window_81.csv,0,0.007223818049268303,0.007223818049268303,0.0,0.0
window_82.csv,0,0.026329991104590937,0.026329991104590937,0.0,0.0
window_83.csv,0,0.014570819297799801,0.014570819297799801,0.0,0.0
window_84.csv,0,0.7871677809927847,0.7871677809927847,0.0,0.0
window_85.csv,0,0.3468213651971873,0.3468213651971873,0.0,0.0
window_86.csv,0,0.11429105228840272,0.11429105228840272,0.0,0.0
window_87.csv,0,0.12295993941436548,0.12295993941436548,0.0,0.0
window_88.csv,0,0.09133949712840439,0.09133949712840439,0.0,0.0
window_89.csv,0,0.3150501309936832,0.3150501309936832,0.0,0.0
window_90.csv,0,0.07821561025255572,0.07821561025255572,0.0,0.0
window_91.csv,0,0.01708053452766168,0.01708053452766168,0.0,0.0
window_92.csv,0,0.01732425829228084,0.01732425829228084,0.0,0.0
window_93.csv,0,0.018290027730955498,0.018290027730955498,0.0,0.0
window_94.csv,0,0.023057501416926106,0.023057501416926106,0.0,0.0
window_95.csv,0,0.025383202438581425,0.025383202438581425,0.0,0.0
window_96.csv,0,0.3851102814489197,0.3851102814489197,0.0,0.0
window_97.csv,0,0.029820362848376296,0.029820362848376296,0.0,0.0
window_98.csv,0,0.08517376665684769,0.08517376665684769,0.0,0.0
window_99.csv,0,0.07455453847684511,0.07455453847684511,0.0,0.0
window_100.csv,0,0.7070615503457676,0.7070615503457676,0.0,0.0
window_101.csv,0,0.054576207650697914,0.054576207650697914,0.0,0.0
window_102.csv,0,0.01345783920150401,0.01345783920150401,0.0,0.0
window_103.csv,0,0.015398407304253528,0.015398407304253528,0.0,0.0
window_104.csv,0,0.006725576476238869,0.006725576476238869,0.0,0.0
window_105.csv,0,0.013843748275482279,0.013843748275482279,0.0,0.0
window_106.csv,0,0.005656948627111087,0.005656948627111087,0.0,0.0
window_107.csv,0,1.0473118600937426,1.0473118600937426,0.0,0.0
window_108.csv,0,0.4536648510037826,0.4536648510037826,0.0,0.0
window_109.csv,0,0.09410326355744655,0.09410326355744655,0.0,0.0
window_110.csv,0,0.09009679355298492,0.09009679355298492,0.0,0.0
window_111.csv,1,0.1814455821854338,0.1814455821854338,0.0,0.0
window_112.csv,1,0.29217609404790834,0.29217609404790834,0.0,0.0
window_113.csv,1,0.3739301208565439,0.09096524380393838,1.0,0.13185979117529936
window_114.csv,1,0.014978934091139684,0.014978934091139684,0.0,0.0
window_115.csv,1,0.03277765798973822,0.03277765798973822,0.0,0.0
window_116.csv,1,0.016791588780103322,0.016791588780103322,0.0,0.0
window_117.csv,1,0.02652217550239872,0.02652217550239872,0.0,0.0
window_118.csv,1,0.015656129654745193,0.015656129654745193,0.0,0.0
window_119.csv,1,8.922472436024638,5.14978275324596,3.0,12.090762503804394
window_120.csv,1,20.640692274108716,4.371602935947816,4.0,61.07637362173294
window_121.csv,1,21.382417658953983,4.5460656348055055,4.0,63.34542493294593
window_122.csv,1,21.399540624906567,4.601578013292394,4.0,63.19186724441931
window_123.csv,1,9.804285147602814,5.2061245981580795,4.0,14.392646795939484
window_124.csv,1,9.54568956133907,0.8872687399549707,4.0,30.633691943957224
window_125.csv,1,0.021019561436956654,0.021019561436956654,0.0,0.0
window_126.csv,1,0.013306107539649942,0.013306107539649942,0.0,0.0
window_127.csv,1,0.029513666625314756,0.029513666625314756,0.0,0.0
window_128.csv,0,0.032942840173293186,0.032942840173293186,0.0,0.0
window_129.csv,0,0.016262949602768688,0.016262949602768688,0.0,0.0
window_130.csv,0,1.7965075826396935,1.2134879355268695,2.0,0.3320791714709428
window_131.csv,0,2.575775767845867,1.7263563285398078,2.0,1.397678606643675
window_132.csv,0,0.17097362179080414,0.17097362179080414,0.0,0.0
window_133.csv,0,0.08993228863971006,0.08993228863971006,0.0,0.0
window_134.csv,0,0.09816490336775353,0.09816490336775353,0.0,0.0
window_135.csv,0,0.29258483939445273,0.29258483939445273,0.0,0.0
window_136.csv,0,0.0815968978136516,0.0815968978136516,0.0,0.0
window_137.csv,0,0.00857783740945277,0.00857783740945277,0.0,0.0
window_138.csv,0,0.010630173145005655,0.010630173145005655,0.0,0.0
window_139.csv,0,0.012308823949747656,0.012308823949747656,0.0,0.0
window_140.csv,0,0.02085022232255115,0.02085022232255115,0.0,0.0
window_141.csv,0,0.008308587583856266,0.008308587583856266,0.0,0.0
window_142.csv,0,0.2957006074455483,0.2957006074455483,0.0,0.0
window_143.csv,0,0.29529785137465103,0.29529785137465103,0.0,0.0
window_144.csv,0,0.08274765406629947,0.08274765406629947,0.0,0.0
window_145.csv,0,0.10796375546177175,0.10796375546177175,0.0,0.0
window_146.csv,0,0.8519866877476222,0.8519866877476222,0.0,0.0
window_147.csv,0,0.06826981163626795,0.06826981163626795,0.0,0.0
window_148.csv,0,0.010148404588323856,0.010148404588323856,0.0,0.0
window_149.csv,0,0.010986442275459066,0.010986442275459066,0.0,0.0
window_150.csv,0,0.005704312571988588,0.005704312571988588,0.0,0.0
window_151.csv,0,0.012311557212059869,0.012311557212059869,0.0,0.0
window_152.csv,0,0.009730110725503532,0.009730110725503532,0.0,0.0
window_153.csv,0,1.985234125050012,1.3352571277098462,2.0,0.599908639337661
window_154.csv,0,2.0114173733262675,1.3447069794684319,2.0,0.6668422421417364
window_155.csv,0,0.06474424711566394,0.06474424711566394,0.0,0.0
window_156.csv,0,0.05837471261142247,0.05837471261142247,0.0,0.0
window_157.csv,0,0.08147351421782167,0.08147351421782167,0.0,0.0
window_158.csv,0,0.2387341610626174,0.2387341610626174,0.0,0.0
window_159.csv,0,0.09944049626433037,0.09944049626433037,0.0,0.0
window_160.csv,0,0.008371546430554036,0.008371546430554036,0.0,0.0
