file,label,score,nearest_dist,viol_count_total,viol_sev_total
window_0.csv,0,0.06745137473147421,0.06745137473147421,0.0,0.0
window_1.csv,0,0.04874519512954889,0.04874519512954889,0.0,0.0
window_2.csv,0,0.048397090447146324,0.048397090447146324,0.0,0.0
window_3.csv,0,0.06278675711926096,0.06278675711926096,0.0,0.0
window_4.csv,0,0.5724315745677266,0.5724315745677266,0.0,0.0
window_5.csv,0,0.044282745022324294,0.044282745022324294,0.0,0.0
window_6.csv,0,0.09585916589666246,0.09585916589666246,0.0,0.0
window_7.csv,0,0.1085657288917065,0.1085657288917065,0.0,0.0
window_8.csv,0,0.615053347630671,0.615053347630671,0.0,0.0
window_9.csv,0,0.47243333955641525,0.47243333955641525,0.0,0.0
window_10.csv,0,0.06467356076759362,0.06467356076759362,0.0,0.0
window_11.csv,0,0.04276901194949106,0.04276901194949106,0.0,0.0
window_12.csv,0,0.0599738679107838,0.0599738679107838,0.0,0.0
window_13.csv,0,0.05283565570522521,0.05283565570522521,0.0,0.0
window_14.csv,0,0.06938065584580971,0.06938065584580971,0.0,0.0
window_15.csv,0,0.49523856140574385,0.49523856140574385,0.0,0.0
window_16.csv,0,0.4564938339947685,0.4564938339947685,0.0,0.0
window_17.csv,0,0.07443615324104651,0.07443615324104651,0.0,0.0
window_18.csv,0,0.07277840302076967,0.07277840302076967,0.0,0.0
window_19.csv,0,3.201634789441435,1.6254667420710551,2.0,4.304673765649566
window_20.csv,0,0.6540487535791751,0.6540487535791751,0.0,0.0
window_21.csv,0,0.04739142497922557,0.04739142497922557,0.0,0.0
window_22.csv,0,0.055904203208734925,0.055904203208734925,0.0,0.0
window_23.csv,0,0.05397363548766604,0.05397363548766604,0.0,0.0
window_24.csv,0,0.0642133427607898,0.0642133427607898,0.0,0.0
window_25.csv,0,0.08026207305112386,0.08026207305112386,0.0,0.0
window_26.csv,0,0.04229051100872775,0.04229051100872775,0.0,0.0
window_27.csv,0,0.5188465993787547,0.5188465993787547,0.0,0.0
window_28.csv,0,0.008165854059937177,0.008165854059937177,0.0,0.0
window_29.csv,0,0.0614728955749824,0.0614728955749824,0.0,0.0
window_30.csv,0,0.23566745108047243,0.23566745108047243,0.0,0.0
window_31.csv,0,0.672763819868412,0.672763819868412,0.0,0.0
window_32.csv,0,0.5037600254141539,0.5037600254141539,0.0,0.0
window_33.csv,0,0.05951638685192584,0.05951638685192584,0.0,0.0
window_34.csv,0,0.05204580958726678,0.05204580958726678,0.0,0.0
window_35.csv,0,0.0507273488541009,0.0507273488541009,0.0,0.0
window_36.csv,0,0.043818750406851924,0.043818750406851924,0.0,0.0
window_37.csv,0,0.062085329846104216,0.062085329846104216,0.0,0.0
window_38.csv,0,0.5356285429053896,0.5356285429053896,0.0,0.0
window_39.csv,0,0.4835798277414489,0.4835798277414489,0.0,0.0
window_40.csv,0,0.14848342266980596,0.14848342266980596,0.0,0.0
window_41.csv,0,0.14287359168227026,0.14287359168227026,0.0,0.0
window_42.csv,0,0.07551229030649355,0.07551229030649355,0.0,0.0
window_43.csv,0,0.4345194182866953,0.4345194182866953,0.0,0.0
window_44.csv,0,0.022325806661853707,0.022325806661853707,0.0,0.0
window_45.csv,0,0.039147077027658524,0.039147077027658524,0.0,0.0
window_46.csv,0,0.05508918147780228,0.05508918147780228,0.0,0.0
window_47.csv,0,0.04757252561476298,0.04757252561476298,0.0,0.0
window_48.csv,0,0.08097477776260757,0.08097477776260757,0.0,0.0
window_49.csv,0,0.06828588124134706,0.06828588124134706,0.0,0.0
window_50.csv,0,0.44795212485606933,0.44795212485606933,0.0,0.0
window_51.csv,0,0.042380993929298234,0.042380993929298234,0.0,0.0
window_52.csv,0,0.10754222178512039,0.10754222178512039,0.0,0.0
window_53.csv,0,0.07087680793843151,0.07087680793843151,0.0,0.0
window_54.csv,0,0.7021785405004141,0.7021785405004141,0.0,0.0
window_55.csv,0,0.5317682088320185,0.5317682088320185,0.0,0.0
window_56.csv,0,0.03998547198246699,0.03998547198246699,0.0,0.0
