AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
2580.0,2504.7,9.52,341.01,1386.72,0.01,105.25,1
2581.0,2497.2,9.53,340.96,1386.68,-0.06,105.67,1
2580.7,2499.9,9.61,340.97,1386.18,-0.01,105.84,1
2579.9,2502.0,9.64,340.9,1386.07,0.0,105.65,1
2579.6,2504.2,9.57,340.8,1385.15,0.03,106.0,1
2579.4,2497.6,9.49,340.85,1384.48,-0.01,105.65,1
2579.0,2501.1,9.58,340.88,1385.03,-0.0,105.62,1
2579.0,2505.4,9.57,340.89,1385.16,-0.01,105.76,1
2578.9,2494.9,9.53,340.88,1385.65,-0.02,105.54,1
2579.0,2505.1,9.58,340.8,1386.04,0.0,105.95,1
2577.8,2500.8,9.56,340.79,1387.07,0.0,105.83,1
2577.3,2502.9,9.5,340.76,1386.89,-0.01,105.68,1
2577.2,2500.4,9.6,340.75,1386.23,-0.03,105.31,1
2576.8,2492.3,9.55,340.75,1385.75,-0.04,104.95,1
2576.0,2501.8,9.59,340.75,1385.18,0.01,105.72,1
2575.3,2499.9,9.5,340.72,1384.61,0.0,105.45,1
2575.5,2497.8,9.64,340.7,1384.8,0.02,105.55,1
2576.3,2496.4,9.57,340.68,1384.89,0.02,105.71,1
2576.7,2501.4,9.54,340.64,1384.66,-0.02,105.56,1
2576.7,2496.7,9.6,340.63,1384.23,-0.01,105.41,1
2576.9,2499.9,9.59,340.62,1384.57,-0.02,105.59,1
2577.7,2491.6,9.56,340.61,1384.49,-0.01,105.03,1
2577.1,2501.0,9.53,340.59,1384.26,-0.0,105.13,1
2576.6,2495.9,9.6,340.55,1384.1,0.04,105.11,1
2577.0,2497.4,9.56,340.54,1383.95,0.0,104.83,1
2577.8,2492.2,9.54,340.49,1383.75,-0.02,105.16,1
2577.2,2489.7,9.56,340.47,1383.92,-0.02,104.87,1
2576.9,2496.3,9.57,340.48,1384.44,-0.01,105.15,1
2575.5,2496.1,9.5,340.46,1384.42,-0.04,105.43,1
2573.5,2494.3,9.51,340.41,1384.54,-0.0,105.31,1
