AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1646.9,2507.0,14.18,348.47,1316.64,0.06,73.82,1
1657.4,2504.3,13.43,348.94,1316.96,0.08,73.7,1
1659.4,2500.7,12.6,348.79,1318.56,0.04,75.76,1
1664.2,2485.5,11.84,349.46,1324.5,0.08,77.19,1
1669.1,2464.8,11.24,350.66,1334.73,0.05,78.44,1
1671.5,2443.3,10.69,351.13,1345.07,0.02,79.33,1
1671.2,2408.1,10.17,351.23,1354.26,-0.01,80.39,1
1668.7,2365.4,9.41,352.3,1362.4,-0.07,81.18,1
1664.2,2316.0,8.66,352.92,1369.84,-0.09,81.53,1
1659.8,2263.8,7.85,353.49,1377.35,-0.06,81.7,1
1653.6,2215.9,7.41,354.03,1383.31,0.02,82.41,1
1646.9,2177.0,6.95,354.5,1388.11,0.02,82.65,1
1640.7,2139.6,6.71,355.01,1391.62,0.02,83.94,1
1636.0,2115.9,6.51,355.55,1395.7,0.07,84.38,1
1632.0,2118.7,6.47,356.06,1399.98,0.04,83.77,1
1626.6,2114.4,6.47,356.91,1406.33,-0.02,84.24,1
1623.6,2114.8,6.46,357.3,1409.13,0.01,84.65,1
1620.3,2114.6,6.47,357.81,1411.38,-0.0,85.27,1
1616.3,2118.3,6.45,358.08,1412.17,-0.02,84.28,1
1612.3,2117.7,6.44,358.41,1412.85,0.02,85.1,1
1609.8,2119.0,6.38,358.78,1413.62,0.0,86.16,1
1604.7,2128.3,6.44,359.13,1414.52,-0.02,86.74,1
1602.5,2125.5,6.4,359.37,1415.4,0.03,86.29,1
1600.6,2130.1,6.45,359.52,1415.74,0.05,86.74,1
1599.5,2121.2,6.5,359.74,1415.23,-0.04,85.44,1
1597.1,2124.5,6.44,359.97,1414.99,-0.01,84.84,1
1594.0,2123.9,6.45,360.21,1415.06,0.01,85.81,1
1592.5,2119.0,6.49,360.28,1414.5,-0.02,85.86,1
1591.0,2118.9,6.5,360.55,1414.54,-0.0,85.24,1
1589.4,2114.5,6.43,360.65,1415.05,-0.06,83.67,1
