AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
5323.5,2497.9,10.82,379.36,1420.02,-0.02,74.46,1
5332.7,2496.7,10.69,379.68,1420.71,-0.02,73.05,1
5341.3,2497.4,10.76,379.96,1420.51,-0.01,73.53,1
5352.0,2494.2,10.65,380.37,1420.4,-0.07,73.82,1
5361.1,2493.8,10.63,380.6,1420.61,0.04,72.88,1
5371.2,2485.3,10.61,380.9,1420.94,-0.08,71.49,1
5379.7,2492.0,10.54,380.51,1420.11,-0.06,72.7,1
5386.8,2488.8,10.73,380.57,1419.33,0.04,71.32,1
5394.3,2471.9,10.64,380.85,1418.54,0.0,70.39,1
5402.3,2478.1,10.7,381.92,1418.07,-0.12,71.09,1
5407.7,2486.2,10.61,381.7,1417.0,-0.05,72.34,1
5411.0,2483.4,10.51,381.83,1416.72,0.12,72.97,1
5416.6,2492.9,10.52,382.01,1416.55,-0.08,73.82,1
5421.6,2493.3,10.55,382.37,1416.71,-0.02,73.75,1
5426.9,2494.6,10.69,382.59,1417.15,0.01,73.63,1
5433.7,2490.0,10.42,382.91,1417.57,-0.03,74.51,1
5440.7,2499.6,10.59,383.14,1418.16,-0.01,74.66,1
5448.2,2498.8,10.39,383.37,1418.49,0.02,74.57,1
5454.7,2496.7,10.53,383.73,1418.91,-0.04,73.81,1
5461.3,2491.1,10.5,384.02,1418.9,-0.04,73.88,1
5466.8,2481.8,10.53,384.3,1419.96,-0.05,73.82,1
5470.4,2489.7,10.42,384.41,1419.81,-0.05,73.04,1
5472.8,2490.2,10.63,384.64,1419.43,-0.1,73.52,1
5472.9,2486.9,10.61,384.87,1418.65,-0.07,73.84,1
5471.0,2489.8,10.44,385.23,1418.53,-0.06,74.41,1
5466.5,2493.7,10.48,385.51,1418.86,-0.12,74.43,1
5461.0,2496.3,10.37,385.65,1419.33,-0.04,76.33,1
5455.1,2506.1,10.45,385.94,1420.7,0.0,78.08,1
5448.3,2511.8,10.39,386.16,1421.76,-0.02,79.89,1
5443.2,2529.2,10.53,386.41,1423.48,-0.0,81.89,1
