AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
838.5,870.0,1.7,323.08,963.77,0.06,0.0,0
838.5,871.5,1.67,323.07,963.87,0.09,0.0,0
838.4,868.1,1.66,322.96,963.66,0.04,0.0,0
838.3,867.5,1.68,322.93,963.39,-0.11,0.0,0
838.4,865.5,1.67,323.03,963.05,0.0,0.0,0
838.6,868.3,1.69,322.96,962.63,-0.15,0.0,0
840.4,865.5,1.65,322.9,962.1,-0.01,0.0,0
840.3,868.4,1.68,322.93,961.22,0.0,0.0,0
840.4,867.1,1.68,322.84,960.5,0.13,0.0,0
840.6,872.2,1.67,322.8,961.02,0.05,0.0,0
840.1,870.6,1.69,322.79,962.49,-0.01,0.0,0
839.9,875.8,1.71,322.78,963.31,-0.03,0.0,0
839.5,875.9,1.71,322.71,963.7,-0.01,0.0,0
839.4,873.1,1.69,322.66,963.43,0.0,0.0,0
839.4,869.2,1.69,322.65,962.66,-0.06,0.0,0
839.3,866.2,1.7,322.63,961.96,-0.0,0.0,0
839.9,868.1,1.7,322.56,962.0,0.04,0.0,0
840.3,877.7,1.67,322.52,961.33,0.0,0.0,0
839.9,872.6,1.68,322.52,960.86,-0.0,0.0,0
840.0,873.7,1.7,322.39,960.71,0.0,0.0,0
840.0,870.4,1.68,322.42,960.79,-0.0,0.0,0
840.1,869.4,1.68,322.39,960.7,-0.02,0.0,0
839.2,868.2,1.72,322.38,961.01,0.03,0.0,0
838.6,902.7,1.7,322.36,960.8,-0.03,0.0,0
839.1,929.1,1.7,322.29,965.09,-0.04,0.0,0
839.1,939.9,1.65,322.15,973.51,0.01,0.0,0
839.0,925.5,1.67,322.11,982.09,-0.01,0.0,0
838.9,909.1,1.7,322.18,985.86,0.03,0.0,0
839.5,905.9,1.65,322.02,987.51,0.04,0.0,0
840.1,910.6,1.71,321.97,987.96,0.02,0.0,0
