AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
841.4,1043.3,1.91,250.77,1127.44,-0.02,0.0,0
842.9,1035.7,1.86,251.32,1125.97,-0.02,0.0,0
843.1,1035.7,1.89,251.81,1126.5,0.01,0.0,0
843.2,1033.8,1.92,252.33,1126.9,0.0,0.0,0
843.4,1035.8,1.94,252.8,1126.01,-0.01,0.0,0
843.4,1041.2,1.91,253.39,1124.06,-0.01,0.0,0
842.8,1037.8,1.91,253.82,1122.64,-0.01,0.0,0
840.7,1040.7,1.94,254.39,1122.44,0.0,0.0,0
840.5,1041.8,1.94,254.88,1122.74,0.01,0.0,0
840.3,1041.9,1.94,255.39,1123.46,-0.0,0.0,0
840.0,1044.0,1.91,255.85,1124.38,-0.03,0.0,0
840.0,1047.0,1.93,256.31,1124.88,0.0,0.0,0
840.8,1043.4,1.9,256.79,1124.93,-0.01,0.0,0
842.3,1038.2,1.9,257.24,1124.79,-0.0,0.0,0
842.4,1043.0,1.9,257.7,1123.59,0.01,0.0,0
842.5,1044.5,1.92,258.11,1122.91,0.01,0.0,0
842.6,1046.3,1.94,258.6,1122.91,0.01,0.0,0
842.7,1039.1,1.9,259.03,1123.3,0.02,0.0,0
842.1,1039.9,1.93,258.84,1123.74,-0.01,0.0,0
840.0,1038.0,1.91,259.05,1124.78,-0.03,0.0,0
839.8,1038.7,1.91,259.51,1125.67,-0.02,0.0,0
839.6,1039.4,1.89,259.91,1126.22,-0.01,0.0,0
839.4,1039.3,1.89,260.35,1126.97,0.0,0.0,0
839.2,1042.9,1.9,260.77,1126.3,0.04,0.0,0
840.0,1049.5,1.93,261.19,1125.4,-0.01,0.0,0
841.9,1040.7,1.94,261.71,1125.15,-0.01,0.0,0
842.1,1036.1,1.91,262.15,1125.87,-0.0,0.0,0
842.3,1042.9,1.9,262.55,1125.89,0.02,0.0,0
842.5,1043.0,1.89,262.94,1124.95,0.01,0.0,0
842.6,1040.5,1.87,263.39,1124.52,0.0,0.0,0
