AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
820.2,1202.9,2.26,169.08,1193.28,0.0,0.0,0
820.4,1200.6,2.3,169.51,1195.7,-0.01,0.0,0
820.8,1200.3,2.24,169.52,1198.62,-0.0,0.0,0
826.4,1199.1,2.24,169.8,1202.8,0.02,0.0,0
826.6,1201.7,2.22,170.45,1207.61,-0.0,0.0,0
825.7,1204.0,2.23,171.06,1210.87,0.0,0.0,0
824.9,1203.7,2.22,171.64,1213.26,-0.0,0.0,0
824.9,1203.2,2.23,172.27,1215.62,-0.03,0.0,0
824.1,1198.6,2.21,172.84,1218.13,-0.02,0.0,0
831.3,1199.5,2.22,173.56,1221.31,-0.01,0.0,0
829.9,1197.6,2.21,174.23,1224.79,0.01,0.0,0
829.5,1199.4,2.22,174.84,1227.1,0.02,0.0,0
828.1,1205.8,2.21,175.5,1228.2,-0.02,0.0,0
827.7,1205.2,2.23,176.12,1229.78,-0.01,0.0,0
818.1,1200.4,2.22,176.87,1231.88,0.01,0.0,0
820.2,1201.9,2.21,177.57,1234.28,-0.04,0.0,0
822.5,1200.7,2.22,178.23,1236.2,0.02,0.0,0
823.6,1203.7,2.21,178.91,1237.96,-0.01,0.0,0
824.3,1205.9,2.22,179.6,1238.71,-0.01,0.0,0
823.3,1205.3,2.21,180.27,1239.44,-0.02,0.0,0
824.0,1207.6,2.2,181.06,1241.48,-0.03,0.0,0
823.9,1202.3,2.16,181.78,1243.35,-0.01,0.0,0
823.7,1017.9,1.71,182.45,1239.73,0.01,0.0,0
824.3,886.3,1.65,183.25,1214.18,0.0,0.0,0
826.9,912.2,1.67,183.99,1188.88,0.0,0.0,0
828.7,928.1,1.67,184.7,1173.47,0.0,0.0,0
829.4,944.9,1.71,185.41,1163.09,-0.01,0.0,0
829.9,963.1,1.79,186.14,1155.75,-0.01,0.0,0
831.1,1067.4,1.96,186.94,1154.19,-0.01,0.0,0
831.2,1106.2,1.99,187.6,1161.4,-0.0,0.0,0
