AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
840.9,937.0,1.79,315.58,1106.15,0.03,0.0,0
840.5,940.0,1.8,315.74,1099.96,-0.02,0.0,0
840.5,939.6,1.77,315.91,1094.7,-0.03,0.0,0
840.3,940.1,1.79,316.1,1090.41,-0.0,0.0,0
840.1,934.4,1.79,316.25,1086.32,0.0,0.0,0
840.2,930.1,1.79,316.42,1082.52,0.0,0.0,0
839.8,852.6,1.54,316.58,1077.98,0.0,0.0,0
840.2,758.7,1.46,316.74,1066.45,-0.0,0.0,0
840.2,745.1,1.45,316.87,1050.19,-0.02,0.0,0
840.3,763.8,1.43,317.03,1035.26,-0.02,0.0,0
840.2,798.7,1.46,317.28,1025.49,0.03,0.0,0
839.8,807.3,1.45,317.36,1019.43,0.02,0.0,0
840.5,806.5,1.46,317.47,1014.45,0.0,0.0,0
840.2,810.9,1.46,317.62,1010.08,0.03,0.0,0
839.8,818.1,1.48,317.1,1004.95,0.01,0.0,0
839.7,813.2,1.48,317.13,1001.06,-0.02,0.0,0
839.7,803.7,1.44,317.17,997.52,0.04,0.0,0
839.9,805.8,1.4,317.27,994.03,0.03,0.0,0
839.5,805.9,1.44,317.39,991.05,0.01,0.0,0
839.7,803.2,1.44,317.5,988.4,0.02,0.0,0
839.7,800.6,1.47,317.64,985.75,-0.03,0.0,0
839.7,797.8,1.46,317.74,984.39,-0.01,0.0,0
839.6,800.8,1.44,317.84,982.27,0.0,0.0,0
839.1,797.5,1.46,317.97,979.86,0.01,0.0,0
839.4,802.3,1.48,318.1,977.95,0.0,0.0,0
839.1,802.0,1.45,318.24,976.1,0.01,0.0,0
839.0,807.7,1.42,318.35,976.0,0.0,0.0,0
838.9,811.7,1.48,318.45,975.99,0.0,0.0,0
838.8,816.5,1.46,318.56,975.6,-0.02,0.0,0
838.6,817.6,1.47,318.66,974.96,0.0,0.0,0
