AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1567.4,2493.3,14.72,388.86,1311.26,0.03,65.95,0
1581.5,2487.6,14.61,389.45,1311.49,-0.03,67.69,0
1590.8,2492.7,14.55,389.62,1312.43,0.0,68.54,0
1602.3,2489.8,14.65,389.81,1313.09,0.03,66.29,0
1613.8,2486.0,14.53,390.04,1313.29,0.01,65.59,0
1625.4,2491.3,14.66,390.25,1313.39,-0.18,68.25,0
1635.2,2491.1,14.51,390.5,1313.46,-0.12,66.8,0
1643.2,2486.7,14.57,390.75,1313.44,0.06,66.22,0
1651.2,2485.4,14.66,390.93,1313.54,-0.07,65.57,0
1657.6,2479.8,14.54,391.16,1312.86,-0.17,64.09,0
1663.7,2479.4,14.54,391.35,1311.41,-0.13,62.89,0
1668.9,2477.1,14.66,391.6,1310.47,0.05,61.93,0
1675.2,2476.5,14.57,391.79,1309.9,0.0,65.98,0
1681.5,2479.3,14.71,392.01,1309.7,-0.03,63.17,0
1688.7,2482.7,14.56,392.3,1309.9,-0.03,65.85,0
1695.6,2481.2,14.47,392.46,1310.04,-0.1,63.78,0
1699.2,2481.7,14.54,392.63,1309.76,0.0,64.28,0
1702.3,2481.9,14.56,392.83,1309.59,0.18,67.18,0
1711.2,2492.1,14.42,392.99,1309.38,-0.04,70.4,0
1720.3,2500.0,14.53,393.18,1310.05,-0.0,68.39,0
1728.0,2495.5,14.6,393.36,1311.16,-0.09,66.63,0
1734.1,2482.9,14.61,393.57,1311.61,-0.08,66.13,0
1739.6,2491.6,14.51,393.73,1309.77,-0.02,66.18,0
1744.7,2480.5,14.43,393.93,1308.3,-0.11,63.61,0
1749.2,2482.8,14.33,394.09,1308.21,0.0,65.38,0
1755.5,2479.1,14.3,394.24,1309.19,0.03,65.12,0
1762.9,2482.5,14.36,394.43,1309.74,-0.09,65.97,0
1772.4,2477.5,14.34,394.63,1310.5,0.06,66.96,0
1785.4,2485.4,14.33,394.79,1311.36,0.05,67.9,0
1800.2,2487.9,14.27,394.96,1313.0,-0.06,67.22,0
