AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
838.8,1052.7,1.95,291.86,1125.89,0.01,0.0,0
839.0,1052.1,1.87,292.11,1126.17,0.0,0.0,0
839.0,1050.5,1.91,292.33,1125.51,-0.0,0.0,0
838.9,1050.1,1.88,292.59,1124.61,-0.0,0.0,0
838.9,1048.2,1.92,292.82,1124.41,-0.01,0.0,0
837.6,1042.9,1.9,293.06,1124.3,-0.02,0.0,0
838.1,1042.6,1.9,293.29,1124.13,0.01,0.0,0
837.7,1047.7,1.87,293.51,1124.1,-0.01,0.0,0
837.4,1045.8,1.87,293.77,1124.32,0.01,0.0,0
837.2,1041.7,1.88,293.96,1122.97,-0.02,0.0,0
837.1,1043.7,1.91,294.21,1121.94,-0.01,0.0,0
838.2,1046.8,1.88,294.46,1121.97,0.0,0.0,0
837.5,1046.8,1.9,294.71,1121.56,-0.01,0.0,0
837.6,1044.7,1.88,294.87,1121.68,-0.0,0.0,0
837.7,1048.9,1.87,295.13,1122.25,-0.01,0.0,0
837.8,1043.7,1.87,295.36,1123.24,0.02,0.0,0
837.9,1048.4,1.89,295.57,1123.33,-0.01,0.0,0
837.0,1051.8,1.87,295.81,1123.51,-0.0,0.0,0
837.8,1052.9,1.85,296.01,1123.33,0.02,0.0,0
838.1,1056.0,1.9,296.24,1121.79,-0.01,0.0,0
838.1,1045.8,1.85,296.45,1120.55,-0.02,0.0,0
838.2,1046.1,1.87,296.68,1119.73,0.01,0.0,0
838.3,1054.3,1.86,296.9,1119.9,-0.01,0.0,0
839.2,1047.6,1.91,297.22,1120.41,-0.02,0.0,0
838.6,1046.8,1.92,297.45,1120.51,0.01,0.0,0
837.8,1048.7,1.92,297.57,1120.05,0.02,0.0,0
837.8,1053.0,1.92,297.73,1119.49,-0.01,0.0,0
837.8,1046.1,1.86,298.07,1119.51,-0.01,0.0,0
837.8,1044.8,1.91,298.18,1119.34,0.0,0.0,0
837.0,1046.1,1.85,298.47,1119.85,-0.01,0.0,0
