AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
839.0,853.9,1.75,321.74,957.08,-0.01,0.0,0
839.3,857.3,1.71,321.81,956.73,0.0,0.0,0
841.2,858.6,1.72,321.77,956.18,0.04,0.0,0
841.2,854.4,1.69,321.8,955.89,-0.02,0.0,0
841.4,854.1,1.66,321.68,956.26,0.05,0.0,0
841.5,856.9,1.65,321.72,956.67,-0.03,0.0,0
842.7,858.7,1.72,321.66,955.83,-0.02,0.0,0
842.8,858.9,1.65,321.63,954.56,0.01,0.0,0
841.2,856.7,1.71,321.5,954.76,-0.0,0.0,0
841.1,857.1,1.68,321.49,955.35,-0.04,0.0,0
841.1,862.2,1.66,321.59,955.82,0.04,0.0,0
839.8,864.1,1.69,321.58,955.71,0.0,0.0,0
839.6,868.3,1.72,321.45,955.45,-0.02,0.0,0
840.8,943.5,1.71,321.38,958.89,0.01,0.0,0
840.7,982.0,1.71,321.35,970.73,-0.04,0.0,0
840.7,990.8,1.71,321.35,986.4,-0.0,0.0,0
840.6,997.4,1.71,321.39,1000.64,-0.02,0.0,0
841.5,998.6,1.7,321.26,1013.55,-0.01,0.0,0
841.9,998.0,1.66,321.22,1021.58,0.03,0.0,0
841.1,1002.6,1.68,321.21,1029.57,0.03,0.0,0
840.8,1007.4,1.66,321.14,1036.31,-0.03,0.0,0
840.9,997.9,1.71,321.09,1041.95,-0.02,0.0,0
841.0,997.4,1.72,321.08,1048.97,0.01,0.0,0
840.0,996.9,1.7,321.07,1053.59,-0.02,0.0,0
839.5,992.2,1.69,321.07,1058.56,0.01,0.0,0
840.5,1071.7,1.99,320.98,1064.92,0.03,0.0,0
840.5,1282.1,2.86,320.97,1083.49,-0.03,0.0,0
840.5,1495.1,3.21,320.84,1108.68,-0.01,0.0,0
840.6,1557.1,3.31,320.91,1137.77,0.01,0.0,0
840.8,1569.4,3.3,320.93,1166.67,-0.05,0.0,0
