AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
842.1,1046.7,1.9,286.29,1127.92,0.01,0.0,0
841.6,1048.0,1.84,286.55,1128.44,0.01,0.0,0
839.3,1056.3,1.87,286.81,1127.83,-0.01,0.0,0
839.1,1052.9,1.86,287.04,1126.77,0.0,0.0,0
838.8,1054.7,1.88,287.31,1125.83,-0.0,0.0,0
838.4,1040.3,1.89,287.56,1124.97,-0.01,0.0,0
838.3,1041.4,1.92,287.88,1125.16,0.02,0.0,0
838.9,1045.3,1.88,288.13,1125.82,0.0,0.0,0
840.8,1040.0,1.91,288.38,1126.27,-0.01,0.0,0
840.8,1045.3,1.86,288.62,1125.65,0.0,0.0,0
840.9,1046.4,1.85,288.92,1125.51,-0.0,0.0,0
841.0,1038.5,1.91,289.18,1124.91,-0.01,0.0,0
840.8,1041.3,1.88,289.41,1124.58,0.03,0.0,0
840.4,1051.2,1.93,289.66,1124.45,-0.02,0.0,0
838.6,1043.3,1.86,289.94,1124.5,0.01,0.0,0
838.3,1043.8,1.87,290.25,1124.8,-0.01,0.0,0
838.3,1046.4,1.85,290.52,1124.5,-0.0,0.0,0
838.1,1056.7,1.89,290.67,1124.48,-0.01,0.0,0
837.7,1051.4,1.91,291.0,1124.63,-0.0,0.0,0
838.1,1048.6,1.91,291.19,1124.61,-0.02,0.0,0
839.7,1044.8,1.92,291.35,1125.05,-0.01,0.0,0
839.8,1046.1,1.87,291.75,1125.37,-0.02,0.0,0
840.0,1047.9,1.86,291.39,1125.06,0.0,0.0,0
840.1,1046.9,1.9,291.41,1124.7,0.02,0.0,0
839.2,1052.5,1.87,291.64,1125.18,-0.01,0.0,0
838.8,1052.7,1.95,291.86,1125.89,0.01,0.0,0
839.0,1052.1,1.87,292.11,1126.17,0.0,0.0,0
839.0,1050.5,1.91,292.33,1125.51,-0.0,0.0,0
838.9,1050.1,1.88,292.59,1124.61,-0.0,0.0,0
838.9,1048.2,1.92,292.82,1124.41,-0.01,0.0,0
