AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
837.8,1048.7,1.92,297.57,1120.05,0.02,0.0,0
837.8,1053.0,1.92,297.73,1119.49,-0.01,0.0,0
837.8,1046.1,1.86,298.07,1119.51,-0.01,0.0,0
837.8,1044.8,1.91,298.18,1119.34,0.0,0.0,0
837.0,1046.1,1.85,298.47,1119.85,-0.01,0.0,0
837.9,1047.2,1.89,298.63,1119.05,0.0,0.0,0
838.3,1045.6,1.85,298.81,1118.76,0.0,0.0,0
838.3,1047.9,1.88,299.13,1119.59,-0.01,0.0,0
838.3,1049.7,1.85,299.26,1120.75,-0.03,0.0,0
838.4,1042.0,1.86,299.52,1120.28,0.0,0.0,0
839.2,1041.8,1.85,299.79,1120.08,0.03,0.0,0
839.0,1044.9,1.91,300.03,1119.95,0.03,0.0,0
839.4,1040.5,1.89,300.25,1119.98,0.01,0.0,0
839.6,1038.4,1.89,300.43,1119.36,-0.01,0.0,0
839.6,1040.3,1.92,300.66,1118.48,0.01,0.0,0
839.7,1044.3,1.87,300.86,1117.59,-0.02,0.0,0
838.7,1035.9,1.86,301.08,1116.76,0.01,0.0,0
839.0,1041.4,1.87,301.25,1116.79,-0.02,0.0,0
838.5,1044.8,1.88,301.46,1116.58,-0.01,0.0,0
838.3,1038.4,1.86,301.67,1116.51,-0.0,0.0,0
838.3,1043.2,1.87,301.87,1116.8,0.01,0.0,0
838.2,1047.3,1.88,302.08,1116.76,-0.01,0.0,0
839.2,1042.8,1.88,302.33,1116.9,0.01,0.0,0
839.3,1044.4,1.89,302.5,1117.57,0.01,0.0,0
840.1,1048.8,1.86,302.71,1119.02,-0.0,0.0,0
840.2,1044.3,1.91,302.9,1119.73,-0.0,0.0,0
840.5,1045.2,1.9,303.09,1119.27,-0.0,0.0,0
840.6,1052.0,1.91,303.3,1118.67,-0.0,0.0,0
840.0,1056.5,1.88,303.51,1118.52,0.0,0.0,0
840.1,1057.3,1.89,303.68,1118.78,-0.0,0.0,0
