AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
839.1,939.9,1.65,322.15,973.51,0.01,0.0,0
839.0,925.5,1.67,322.11,982.09,-0.01,0.0,0
838.9,909.1,1.7,322.18,985.86,0.03,0.0,0
839.5,905.9,1.65,322.02,987.51,0.04,0.0,0
840.1,910.6,1.71,321.97,987.96,0.02,0.0,0
839.7,905.6,1.69,322.07,988.53,0.11,0.0,0
839.6,904.8,1.72,321.93,988.66,0.05,0.0,0
839.6,909.5,1.69,321.85,989.3,-0.04,0.0,0
839.7,913.7,1.7,321.83,989.98,-0.07,0.0,0
838.9,911.4,1.69,321.87,991.33,-0.19,0.0,0
838.7,911.9,1.69,321.74,991.77,-0.04,0.0,0
839.3,911.8,1.7,321.74,992.19,-0.02,0.0,0
839.2,915.3,1.71,321.7,992.48,-0.01,0.0,0
839.1,915.4,1.7,321.58,993.3,-0.02,0.0,0
839.9,916.6,1.71,321.56,994.31,-0.01,0.0,0
840.4,916.4,1.68,321.53,994.03,0.02,0.0,0
839.5,907.1,1.7,321.35,993.57,-0.02,0.0,0
839.5,914.1,1.72,321.38,994.3,-0.03,0.0,0
839.5,910.0,1.67,321.35,995.24,-0.0,0.0,0
838.7,908.3,1.66,321.32,995.55,0.01,0.0,0
838.5,907.3,1.67,321.29,995.92,-0.06,0.0,0
839.6,957.2,1.72,321.27,997.01,0.02,0.0,0
839.7,1030.6,1.76,321.17,1007.74,0.01,0.0,0
839.8,1052.4,1.76,321.12,1023.45,0.02,0.0,0
839.9,1050.6,1.73,321.14,1038.57,0.0,0.0,0
840.4,1055.8,1.75,321.15,1051.69,-0.01,0.0,0
840.8,1021.1,1.76,321.05,1061.95,0.07,0.0,0
839.5,926.5,1.72,321.01,1058.55,0.02,0.0,0
839.4,919.7,1.72,321.01,1052.41,0.01,0.0,0
839.4,919.4,1.73,321.01,1046.68,0.05,0.0,0
