AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
839.4,846.5,1.72,321.75,1010.52,0.03,0.0,0
838.9,844.3,1.68,321.76,1002.93,0.07,0.0,0
839.2,844.6,1.67,321.76,997.29,0.02,0.0,0
841.2,848.3,1.71,321.68,991.57,-0.04,0.0,0
841.4,848.6,1.69,321.78,987.38,0.03,0.0,0
841.5,861.6,1.69,321.88,983.85,0.02,0.0,0
841.6,848.4,1.69,321.89,980.53,0.01,0.0,0
842.1,850.5,1.7,321.9,977.76,-0.03,0.0,0
842.1,853.0,1.66,321.9,974.63,0.06,0.0,0
840.4,843.8,1.7,321.9,972.01,0.09,0.0,0
840.4,850.6,1.69,321.8,970.26,-0.03,0.0,0
840.3,857.7,1.69,321.86,969.51,-0.01,0.0,0
840.2,860.9,1.7,321.89,968.54,-0.02,0.0,0
839.8,861.5,1.69,321.9,967.04,0.01,0.0,0
839.6,861.7,1.7,321.9,966.36,-0.06,0.0,0
841.2,859.4,1.71,321.9,966.32,0.01,0.0,0
841.4,854.2,1.7,321.9,966.0,0.01,0.0,0
841.5,849.9,1.66,321.8,964.88,0.04,0.0,0
841.7,844.3,1.69,321.86,963.78,0.05,0.0,0
842.1,849.8,1.64,321.79,963.19,0.08,0.0,0
841.8,846.4,1.68,321.86,962.31,-0.03,0.0,0
840.1,848.3,1.71,321.89,961.61,0.03,0.0,0
840.0,848.3,1.71,321.8,960.47,-0.08,0.0,0
839.9,852.8,1.66,321.76,959.34,0.04,0.0,0
839.8,851.3,1.69,321.76,958.01,-0.04,0.0,0
839.0,853.9,1.75,321.74,957.08,-0.01,0.0,0
839.3,857.3,1.71,321.81,956.73,0.0,0.0,0
841.2,858.6,1.72,321.77,956.18,0.04,0.0,0
841.2,854.4,1.69,321.8,955.89,-0.02,0.0,0
841.4,854.1,1.66,321.68,956.26,0.05,0.0,0
