AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
840.4,858.9,1.69,322.83,985.26,-0.07,0.0,0
840.0,856.5,1.66,322.92,982.47,-0.17,0.0,0
838.1,862.4,1.68,322.83,979.82,-0.1,0.0,0
837.9,865.8,1.68,322.92,978.34,-0.0,0.0,0
837.7,863.0,1.7,322.95,976.84,0.03,0.0,0
837.5,867.6,1.67,323.03,975.43,0.02,0.0,0
838.1,868.9,1.69,322.96,974.12,-0.0,0.0,0
838.4,863.9,1.69,322.94,972.8,0.03,0.0,0
840.4,864.5,1.67,323.01,971.49,0.04,0.0,0
840.6,857.2,1.68,323.04,970.57,0.04,0.0,0
840.6,857.7,1.65,323.06,969.91,0.21,0.0,0
840.8,862.0,1.67,323.06,968.78,0.03,0.0,0
840.5,861.1,1.68,323.09,967.07,0.05,0.0,0
838.9,865.0,1.68,323.13,966.88,0.0,0.0,0
838.8,865.6,1.68,323.11,966.74,-0.01,0.0,0
838.6,865.0,1.67,323.18,966.27,-0.03,0.0,0
838.5,866.3,1.67,323.18,965.48,0.02,0.0,0
838.2,863.4,1.67,323.17,964.56,0.05,0.0,0
838.3,862.0,1.67,323.16,964.79,0.08,0.0,0
839.6,867.1,1.65,323.2,964.58,-0.01,0.0,0
839.8,864.9,1.69,323.17,963.84,-0.03,0.0,0
839.9,864.7,1.71,323.18,963.82,0.06,0.0,0
840.1,863.7,1.69,323.17,963.44,0.01,0.0,0
840.1,863.1,1.68,323.15,963.13,0.01,0.0,0
840.0,860.5,1.67,323.03,963.77,-0.02,0.0,0
838.5,870.0,1.7,323.08,963.77,0.06,0.0,0
838.5,871.5,1.67,323.07,963.87,0.09,0.0,0
838.4,868.1,1.66,322.96,963.66,0.04,0.0,0
838.3,867.5,1.68,322.93,963.39,-0.11,0.0,0
838.4,865.5,1.67,323.03,963.05,0.0,0.0,0
