AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1604.1,2127.9,6.54,332.85,1399.18,0.02,85.45,0
1601.4,2133.9,6.62,332.71,1400.28,0.04,85.55,0
1600.3,2140.2,6.55,332.69,1400.39,0.06,86.09,0
1599.9,2137.9,6.54,332.59,1400.65,0.05,86.36,0
1600.5,2137.3,6.63,332.4,1401.32,0.0,86.1,0
1603.0,2131.1,6.49,332.37,1401.97,0.0,85.18,0
1605.3,2133.2,6.67,332.25,1401.81,-0.02,85.5,0
1606.7,2133.9,6.62,332.12,1401.53,0.04,86.12,0
1608.3,2138.5,6.53,332.03,1401.44,0.05,86.77,0
1611.3,2138.2,6.63,331.92,1401.94,0.13,86.83,0
1616.3,2149.9,6.57,331.83,1401.76,-0.18,89.6,0
1618.2,2140.7,6.48,331.71,1401.71,-0.08,86.07,0
1619.7,2133.2,6.61,331.58,1401.63,-0.05,87.26,0
1621.4,2139.1,6.56,331.46,1402.22,-0.03,87.41,0
1623.8,2140.0,6.59,331.39,1402.35,-0.07,87.59,0
1625.7,2144.3,6.62,331.29,1402.57,-0.04,88.49,0
1628.9,2140.1,6.61,331.16,1401.89,-0.01,88.03,0
1630.0,2131.1,6.61,331.05,1402.35,-0.07,84.61,0
1629.8,2127.2,6.63,330.96,1402.29,-0.05,84.69,0
1629.6,2122.1,6.56,330.87,1401.67,0.01,85.01,0
1628.9,2128.2,6.6,330.75,1401.43,-0.1,84.53,0
1627.5,2122.9,6.64,330.65,1401.27,-0.03,83.6,0
1626.3,2126.9,6.66,330.53,1400.73,-0.1,85.86,0
1623.4,2122.3,6.54,330.46,1400.03,0.0,83.66,0
1620.4,2122.5,6.62,330.33,1399.04,-0.01,84.05,0
1617.4,2127.8,6.64,330.2,1399.03,0.02,84.38,0
1615.5,2128.3,6.63,330.11,1398.81,0.03,85.07,0
1613.7,2133.6,6.62,330.02,1398.55,0.03,85.12,0
1612.9,2136.1,6.63,329.92,1399.25,0.02,86.69,0
1613.4,2133.6,6.55,329.8,1399.78,0.01,86.21,0
