AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
1755.5,2479.1,14.3,394.24,1309.19,0.03,65.12,0
1762.9,2482.5,14.36,394.43,1309.74,-0.09,65.97,0
1772.4,2477.5,14.34,394.63,1310.5,0.06,66.96,0
1785.4,2485.4,14.33,394.79,1311.36,0.05,67.9,0
1800.2,2487.9,14.27,394.96,1313.0,-0.06,67.22,0
1815.9,2484.3,14.29,395.14,1314.32,-0.03,66.89,0
1829.2,2484.8,14.33,395.31,1314.93,-0.11,67.13,0
1839.2,2487.8,14.3,395.46,1316.24,-0.25,68.37,0
1845.9,2487.3,14.24,395.61,1317.31,0.05,68.91,0
1850.5,2490.0,14.32,395.69,1317.24,-0.17,69.28,0
1850.3,2489.4,14.29,395.86,1317.63,0.09,68.38,0
1850.1,2494.0,14.29,396.09,1318.37,0.07,71.9,0
1851.6,2505.6,14.23,396.28,1318.94,0.06,72.47,0
1853.9,2510.2,14.27,396.41,1320.48,-0.07,75.44,0
1857.0,2522.3,14.25,396.53,1322.44,0.07,74.56,0
1861.8,2518.2,14.16,396.68,1322.93,-0.01,74.57,0
1865.8,2520.7,14.32,396.84,1323.4,0.13,75.77,0
1872.4,2521.3,14.14,396.87,1323.82,-0.04,75.82,0
1879.2,2530.2,14.17,397.06,1324.76,-0.01,77.02,0
1887.7,2530.0,14.23,397.14,1325.6,0.2,78.46,0
1899.5,2541.8,14.25,397.35,1326.58,0.04,79.28,0
1915.5,2529.5,14.22,397.49,1328.14,0.06,79.68,0
1934.3,2532.9,14.22,397.53,1329.06,0.03,78.45,0
1953.1,2522.4,14.17,397.72,1330.03,-0.01,77.14,0
1971.9,2521.0,14.13,397.74,1330.05,-0.05,75.07,0
1989.9,2513.4,14.29,397.94,1330.51,0.08,73.47,0
2010.4,2497.4,14.17,398.0,1328.92,-0.04,72.11,0
2031.0,2505.0,14.19,398.15,1327.62,-0.06,71.87,0
2049.6,2509.8,14.03,398.29,1326.75,-0.09,74.08,0
2066.9,2510.5,14.06,398.38,1326.37,0.14,72.5,0
