AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
841.9,1040.7,1.94,261.71,1125.15,-0.01,0.0,0
842.1,1036.1,1.91,262.15,1125.87,-0.0,0.0,0
842.3,1042.9,1.9,262.55,1125.89,0.02,0.0,0
842.5,1043.0,1.89,262.94,1124.95,0.01,0.0,0
842.6,1040.5,1.87,263.39,1124.52,0.0,0.0,0
842.0,1042.2,1.92,263.79,1124.0,-0.03,0.0,0
840.0,1048.9,1.91,264.2,1123.31,-0.01,0.0,0
839.7,1044.8,1.89,264.57,1122.27,0.01,0.0,0
839.5,1051.5,1.92,264.91,1121.58,0.0,0.0,0
839.4,1052.1,1.88,265.34,1121.45,0.0,0.0,0
839.4,1044.3,1.95,265.71,1121.73,0.02,0.0,0
840.2,1044.0,1.9,266.13,1122.26,0.02,0.0,0
841.6,1043.3,1.86,266.45,1122.61,0.0,0.0,0
841.7,1042.5,1.92,266.83,1124.02,0.0,0.0,0
841.8,1043.0,1.91,267.22,1125.31,-0.01,0.0,0
842.0,1045.6,1.91,267.6,1126.15,0.0,0.0,0
841.9,1048.9,1.9,267.92,1126.01,-0.01,0.0,0
841.0,1042.8,1.88,268.43,1125.82,-0.01,0.0,0
838.9,1038.2,1.91,268.82,1126.05,-0.01,0.0,0
838.7,1043.7,1.95,269.21,1126.14,0.01,0.0,0
838.5,1038.4,1.91,269.56,1126.55,0.01,0.0,0
838.4,1041.2,1.9,269.93,1126.33,0.01,0.0,0
838.5,1045.2,1.96,270.25,1126.54,0.01,0.0,0
839.4,1038.4,1.87,270.62,1126.82,-0.01,0.0,0
841.4,1029.6,1.86,270.95,1127.35,0.0,0.0,0
841.6,1034.1,1.91,271.32,1127.58,0.01,0.0,0
841.8,1030.8,1.93,271.66,1127.04,-0.02,0.0,0
842.0,1036.2,1.9,272.02,1126.4,-0.01,0.0,0
842.1,1034.2,1.86,272.37,1126.48,-0.01,0.0,0
841.5,1037.3,1.89,272.7,1126.86,0.01,0.0,0
