AltMSL,E1 RPM,E1 FFlow,E1 CHT1,E1 EGT1,NormAc,IAS,anomaly_flag
841.6,1034.1,1.91,271.32,1127.58,0.01,0.0,0
841.8,1030.8,1.93,271.66,1127.04,-0.02,0.0,0
842.0,1036.2,1.9,272.02,1126.4,-0.01,0.0,0
842.1,1034.2,1.86,272.37,1126.48,-0.01,0.0,0
841.5,1037.3,1.89,272.7,1126.86,0.01,0.0,0
839.5,1044.8,1.91,273.03,1126.83,-0.01,0.0,0
839.2,1040.2,1.86,273.36,1126.74,-0.02,0.0,0
839.1,1038.0,1.94,273.75,1126.86,-0.01,0.0,0
838.8,1040.9,1.92,274.06,1125.71,-0.01,0.0,0
838.8,1045.8,1.87,274.49,1125.47,0.01,0.0,0
839.6,1037.4,1.88,274.82,1125.85,0.01,0.0,0
841.2,1045.0,1.87,275.05,1126.16,0.02,0.0,0
841.4,1048.5,1.89,275.44,1127.18,-0.02,0.0,0
841.5,1040.0,1.9,275.72,1128.56,0.0,0.0,0
841.7,1039.0,1.9,276.11,1127.93,-0.0,0.0,0
841.8,1041.5,1.86,276.45,1127.16,-0.01,0.0,0
841.1,1039.1,1.89,276.77,1126.71,-0.01,0.0,0
838.9,1041.9,1.87,276.47,1125.43,-0.0,0.0,0
838.8,1049.6,1.9,276.57,1125.31,0.01,0.0,0
838.7,1041.7,1.91,276.84,1124.58,-0.01,0.0,0
838.6,1042.6,1.89,277.15,1124.7,0.01,0.0,0
838.7,1046.6,1.86,277.47,1125.53,-0.01,0.0,0
839.5,1045.8,1.9,277.77,1126.33,-0.0,0.0,0
841.3,1043.7,1.86,278.04,1126.88,0.0,0.0,0
841.2,1044.1,1.92,278.4,1126.66,-0.02,0.0,0
841.4,1046.9,1.9,278.7,1126.05,0.01,0.0,0
841.5,1047.3,1.9,279.09,1126.34,-0.01,0.0,0
841.5,1048.3,1.88,279.35,1127.05,-0.02,0.0,0
841.0,1046.1,1.89,279.56,1127.53,0.01,0.0,0
839.2,1043.3,1.91,279.88,1127.98,-0.02,0.0,0
